;;"I01";"I01";"I01";"I01";"I01";"I01";"I02";"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I05";"I07";"I07";"I07";"I07";"I07";"I07";"I08";"I08";"I08";"I08";"I08";"I08";"I09";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I45";"I46";"I46";"I46";"I46";"I46";"I46";"I47";"I47";"I47";"I47";"I47";"I47";"I48";"I48";"I48";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I49";"I50";"I50";"I50";"I50";"I50";"I50";"I51";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52";"I52";"I55";"I55";"I55";"I55";"I55";"I55";"I56";"I56";"I56";"I56";"I56";"I56";"I58";"I58";"I58";"I58";"I58";"I58"
2022-07-23 00:00:00;2022-07-23 02:00:00;51,4063;5,4574;5,88;6,90;13,18;36;51,4379;5,3582;4,74;5,59;11,64;5669;11;51,5108;5,3606;4,63;5,40;10,07;15;51,4915;5,4391;5,65;6,50;11,58;18;51,4025;5,3515;12,84;13,51;17,11;9;51,4567;5,4383;3,57;4,12;7,58;15;51,4465;5,4481;2,79;3,14;5,99;30;;;4,67;5,57;9,15;11;51,3706;5,1565;6,30;6,82;9,82;11;51,4453;5,4854;6,30;7,04;10,77;43;51,4416;5,4714;6,22;7,24;12,79;12;51,4815;5,5200;3,02;3,61;6,60;6;51,4681;5,3901;26,91;27,83;32,16;3913;16;51,3468;5,3887;6,81;8,35;22,12;2;51,4136;5,4707;6,45;7,32;11,61;34;51,5696;5,3113;3,80;4,26;8,14;14;51,4332;5,5198;5,95;6,81;12,01;21;51,4372;5,4233;4,55;5,32;10,54;23;51,4585;5,4050;3,46;4,23;8,83;48;51,4444;5,4788;2,46;3,43;10,12;44;51,4546;5,3887;5,58;6,83;14,05;6080;22;51,4492;5,4570;6,00;6,78;10,24;33;51,4353;5,4801;4,15;5,16;9,92;16;51,4375;5,4518;6,69;7,70;13,46;15;51,4797;5,4751;6,44;7,49;12,23;40;51,5295;5,4719;5,78;6,58;10,75;14;51,4388;5,4817;6,32;7,42;13,26;24;51,4686;5,4724;7,56;8,41;13,77;25;51,4390;5,4650;3,92;4,53;7,84;25;51,4528;5,4850;9,33;10,30;15,57;48;51,4320;5,6272;6,33;6,92;10,56;40;51,5923;5,7813;6,20;6,80;10,77;19;51,5304;5,2845;4,46;4,92;8,64;41;51,3565;5,6359;4,29;4,84;10,21;20;51,5836;5,5480;3,56;4,13;7,00;52;51,5092;5,3781;7,30;7,89;11,37;33;51,4768;5,2616;3,20;3,76;6,57;21;51,4660;5,6786;4,89;5,69;9,67;43;51,4736;5,6531;4,64;5,39;8,36;57;51,3770;5,7724;4,71;5,42;8,78;16;51,4693;5,6348;4,13;4,75;7,79;64;51,4777;5,6567;4,07;4,82;7,97;30;51,3072;5,4218;3,87;4,46;7,74;21;51,4165;5,1266;6,27;6,92;9,84;22;51,4903;5,3940;3,50;3,99;6,75;33
2022-07-24 00:00:00;2022-07-24 02:00:00;51,4063;5,4574;8,94;10,31;16,96;39;51,4379;5,3582;8,82;10,16;16,36;6301;9;51,5108;5,3607;6,98;7,81;11,80;18;51,4915;5,4392;12,83;14,04;19,16;20;51,4025;5,3515;15,82;16,60;20,11;14;51,4567;5,4382;4,67;5,25;8,44;19;51,4465;5,4481;3,60;3,91;6,87;30;;;7,70;8,65;11,94;14;51,3706;5,1565;9,17;9,85;12,79;12;51,4454;5,4854;9,16;10,25;14,44;48;51,4416;5,4713;9,78;10,93;16,10;9;51,4815;5,5200;5,92;6,58;9,47;6;51,4681;5,3901;46,10;47,18;49,68;4498;15;51,3468;5,3887;9,56;11,12;18,68;2;51,4136;5,4707;9,33;10,57;14,97;36;51,5696;5,3113;6,41;6,93;10,59;13;51,4332;5,5198;9,98;11,28;18,14;26;51,4372;5,4233;6,47;7,41;12,41;29;51,4585;5,4050;5,67;6,60;10,90;52;51,4444;5,4789;9,02;10,22;16,42;46;51,4546;5,3887;8,44;9,88;16,77;5966;23;51,4492;5,4569;9,58;10,52;13,95;31;51,4353;5,4801;6,03;6,91;10,73;22;51,4375;5,4518;10,13;11,39;17,64;16;51,4797;5,4751;7,72;8,68;12,99;44;51,5295;5,4719;8,66;9,51;13,69;16;51,4387;5,4818;10,54;11,83;17,32;26;51,4685;5,4723;15,24;16,36;21,38;24;51,4390;5,4650;6,09;6,78;9,82;23;51,4528;5,4851;12,22;13,30;18,09;52;51,4320;5,6272;9,57;10,29;13,51;40;51,5923;5,7813;10,35;11,32;17,54;23;51,5305;5,2845;8,05;8,77;12,66;47;51,3564;5,6357;7,13;7,80;12,04;23;51,5836;5,5480;7,48;8,49;11,73;56;51,5092;5,3781;9,48;10,17;13,44;35;51,4768;5,2616;6,51;7,33;10,21;24;51,4660;5,6786;7,36;8,19;11,73;39;51,4736;5,6531;7,36;8,26;11,29;55;51,3770;5,7724;8,23;9,12;12,45;19;51,4693;5,6348;6,60;7,34;10,39;61;51,4774;5,6567;5,95;6,82;9,77;36;51,3072;5,4218;6,92;7,73;11,09;23;51,4165;5,1266;9,65;10,45;13,33;24;51,4903;5,3940;6,33;6,87;9,52;36
2022-07-25 00:00:00;2022-07-25 02:00:00;51,4063;5,4574;6,36;8,32;18,74;38;51,4379;5,3582;5,80;7,59;20,22;5583;8;51,5108;5,3606;4,26;5,53;12,61;18;51,4915;5,4391;5,38;6,78;16,16;22;51,4025;5,3515;11,75;12,80;17,36;6;51,4568;5,4383;3,34;4,20;9,48;20;51,4466;5,4482;2,27;2,71;6,06;33;;;5,23;6,51;12,45;14;51,3706;5,1565;5,50;6,47;10,79;8;51,4454;5,4854;5,84;6,99;12,05;47;51,4415;5,4714;5,63;7,01;14,34;9;51,4815;5,5199;3,59;4,59;9,07;8;51,4681;5,3901;7,25;8,77;17,26;3024;16;51,3468;5,3887;5,68;7,44;20,41;2;51,4136;5,4707;6,24;7,53;12,87;34;51,5696;5,3113;4,28;5,13;10,99;13;51,4332;5,5198;6,54;8,06;18,20;28;51,4372;5,4233;3,99;5,18;13,22;27;51,4585;5,4050;3,23;4,31;10,87;50;51,4445;5,4788;1,52;2,85;13,17;44;51,4546;5,3887;5,14;6,83;16,54;5013;24;51,4491;5,4569;5,20;6,43;11,65;28;51,4353;5,4801;3,93;5,27;14,98;16;51,4375;5,4517;5,82;7,38;17,29;16;51,4797;5,4751;5,00;6,12;11,90;43;51,5295;5,4719;5,73;6,96;13,61;14;51,4386;5,4819;6,11;7,60;15,13;26;51,4686;5,4722;6,59;7,91;15,53;24;51,4390;5,4650;3,90;5,06;13,74;26;51,4528;5,4851;8,64;9,97;17,32;49;51,4320;5,6272;8,29;9,47;15,03;41;51,5923;5,7813;8,09;9,55;20,90;24;51,5305;5,2846;5,42;6,49;13,96;47;51,3564;5,6359;4,52;5,40;12,92;25;51,5836;5,5480;4,38;5,60;11,73;59;51,5092;5,3781;6,83;7,72;12,64;34;51,4768;5,2616;4,22;5,62;10,17;28;51,4660;5,6786;5,42;6,83;13,84;54;51,4736;5,6531;5,43;6,56;10,69;52;51,3770;5,7724;5,56;6,71;11,67;12;51,4693;5,6347;4,39;5,32;9,10;59;51,4777;5,6567;4,22;5,38;10,44;36;51,3072;5,4218;4,29;5,41;11,19;19;51,4165;5,1266;5,30;6,50;11,12;25;51,4904;5,3941;3,87;4,89;9,42;38
2022-07-26 00:00:00;2022-07-26 02:00:00;51,4063;5,4574;3,96;6,40;19,36;21;51,4379;5,3582;3,50;5,87;19,88;5165;6;51,5108;5,3606;3,64;5,46;12,50;14;51,4915;5,4392;3,60;5,41;15,30;16;51,4025;5,3514;9,01;10,69;17,21;5;51,4567;5,4382;2,33;3,56;10,10;17;51,4467;5,4484;2,30;3,09;7,24;25;;;3,57;5,60;11,60;12;51,3706;5,1565;4,20;5,35;10,44;6;51,4453;5,4854;4,06;5,54;11,73;26;51,4414;5,4713;4,32;6,36;15,41;9;51,4815;5,5200;2,21;3,82;9,10;6;51,4681;5,3901;3,69;5,88;16,19;2701;12;51,3468;5,3887;4,58;7,24;24,71;1;51,4136;5,4707;4,31;6,04;12,51;18;51,5696;5,3114;3,56;4,78;10,74;13;51,4332;5,5199;3,23;5,12;15,56;17;51,4372;5,4233;3,21;4,96;14,02;18;51,4585;5,4050;2,34;4,05;11,90;33;51,4445;5,4788;1,11;3,14;15,04;25;51,4546;5,3887;3,88;6,51;18,63;6118;16;51,4492;5,4570;3,50;5,25;10,89;16;51,4353;5,4800;3,54;5,59;13,95;14;51,4375;5,4517;3,73;5,77;16,00;13;51,4797;5,4751;3,71;5,36;12,67;29;51,5295;5,4719;4,63;6,43;13,99;9;51,4388;5,4816;4,66;6,91;17,16;16;51,4687;5,4722;4,23;6,00;14,77;19;51,4390;5,4650;2,43;3,74;9,54;16;51,4528;5,4851;6,21;7,87;15,05;36;51,4320;5,6272;5,04;6,79;15,10;31;51,5923;5,7813;5,23;7,15;18,69;12;51,5305;5,2846;3,94;5,19;11,82;33;51,3564;5,6359;3,39;4,64;12,73;14;51,5836;5,5480;2,57;4,34;10,57;42;51,5092;5,3781;5,76;7,00;12,36;21;51,4768;5,2616;2,92;4,73;9,60;18;51,4660;5,6786;3,46;5,38;11,88;32;51,4736;5,6531;3,06;4,56;9,43;39;51,3770;5,7724;3,04;4,45;9,18;9;51,4693;5,6348;2,36;3,68;8,33;36;51,4780;5,6567;2,44;4,12;10,26;19;51,3072;5,4218;2,91;4,57;11,93;15;51,4165;5,1266;3,41;5,00;9,48;20;51,4904;5,3941;2,91;4,15;8,29;25
2022-07-27 00:00:00;2022-07-27 02:00:00;51,4063;5,4574;3,20;4,60;13,01;25;;;;;;;;51,5108;5,3606;3,03;4,06;9,43;23;51,4915;5,4391;2,66;3,68;10,16;19;51,4025;5,3514;7,66;8,52;12,49;7;51,4567;5,4383;1,54;2,28;7,18;19;51,4465;5,4481;1,76;2,25;5,50;34;;;2,42;3,59;8,24;16;51,3706;5,1565;3,44;4,08;7,75;13;51,4454;5,4854;3,27;4,15;8,64;28;51,4416;5,4715;3,48;4,78;11,98;10;51,4815;5,5200;1,26;2,13;6,21;8;51,4681;5,3901;3,52;4,66;11,36;3063;17;51,3468;5,3887;3,28;4,64;14,72;5;51,4136;5,4707;3,41;4,37;9,17;24;51,5696;5,3114;2,46;3,13;7,67;16;51,4332;5,5197;2,28;3,35;10,71;22;51,4372;5,4233;2,42;3,47;10,07;23;51,4584;5,4050;1,79;2,81;9,00;38;51,4445;5,4788;0,22;1,37;10,21;24;51,4546;5,3887;3,31;4,92;13,60;5144;19;51,4492;5,4570;2,33;3,32;7,72;36;51,4353;5,4800;2,55;3,87;10,69;21;51,4375;5,4518;2,79;4,01;12,26;17;51,4797;5,4751;3,05;4,08;9,51;31;51,5295;5,4719;3,48;4,51;10,34;16;51,4385;5,4814;3,40;4,80;12,62;20;51,4686;5,4722;3,33;4,36;10,83;26;51,4390;5,4650;2,11;2,93;7,27;20;51,4528;5,4851;5,07;6,10;12,09;32;51,4320;5,6272;3,83;4,80;10,40;42;51,5923;5,7813;3,99;4,90;9,93;17;51,5306;5,2846;2,97;3,54;8,24;39;51,3564;5,6358;2,52;3,27;9,08;20;51,5836;5,5480;1,66;2,48;6,18;60;51,5092;5,3781;4,89;5,62;10,03;28;51,4769;5,2616;1,92;2,74;6,01;21;51,4660;5,6786;2,50;3,64;9,46;41;51,4736;5,6531;2,47;3,36;7,11;54;51,3770;5,7724;2,68;3,66;7,32;15;51,4693;5,6348;1,61;2,44;6,43;45;51,4776;5,6568;1,76;2,72;7,45;31;51,3072;5,4218;1,86;2,62;6,56;24;51,4165;5,1265;1,92;2,66;6,37;27;51,4904;5,3941;2,90;3,60;6,86;33
2022-07-28 00:00:00;2022-07-28 02:00:00;51,4063;5,4574;3,28;4,87;15,77;31;;;;;;;;51,5108;5,3606;2,98;4,18;10,80;27;51,4915;5,4391;2,88;4,12;13,09;26;51,4025;5,3514;8,28;9,21;13,87;8;51,4568;5,4384;1,71;2,51;8,44;19;51,4465;5,4481;1,81;2,47;5,86;36;;;2,24;3,56;9,53;20;51,3706;5,1565;4,00;4,91;10,10;19;51,4453;5,4854;3,30;4,20;9,39;34;51,4416;5,4715;3,56;4,94;13,38;9;51,4815;5,5199;1,55;2,61;8,66;11;51,4681;5,3901;3,76;5,25;15,51;3633;28;51,3468;5,3887;3,29;4,85;17,17;7;51,4136;5,4707;3,58;4,66;10,35;36;51,5696;5,3114;2,64;3,44;9,41;26;51,4332;5,5199;2,44;3,64;13,55;29;51,4372;5,4233;2,56;3,77;12,58;31;51,4583;5,4050;1,88;3,02;10,40;59;51,4446;5,4788;-0,04;1,11;11,58;29;51,4545;5,3887;3,44;5,26;16,89;4829;27;51,4491;5,4569;2,53;3,69;9,02;47;51,4353;5,4800;2,54;3,83;11,30;23;51,4375;5,4518;2,99;4,28;14,79;15;51,4797;5,4751;3,68;4,89;11,99;39;51,5295;5,4719;3,76;4,95;12,67;21;51,4384;5,4815;3,35;4,75;13,88;23;51,4686;5,4722;3,64;4,79;14,44;29;51,4390;5,4650;1,70;2,49;7,16;26;51,4528;5,4851;4,90;5,96;12,06;29;51,4320;5,6272;3,90;4,96;12,74;58;51,5923;5,7813;3,97;5,15;13,00;26;51,5305;5,2845;4,03;4,98;11,96;52;51,3564;5,6358;3,09;4,31;16,79;28;51,5836;5,5480;1,48;2,28;6,38;78;51,5092;5,3781;5,13;6,02;12,20;38;51,4768;5,2616;2,23;3,41;9,63;33;51,4660;5,6785;2,16;3,33;10,02;49;51,4735;5,6531;2,12;3,05;7,23;63;51,3770;5,7724;2,02;3,06;10,00;22;51,4692;5,6348;1,57;2,43;7,26;56;51,4778;5,6567;1,63;2,58;7,11;41;51,3072;5,4218;1,95;2,88;8,12;37;51,4165;5,1265;2,51;3,62;8,44;40;51,4903;5,3941;4,25;5,23;8,94;45
2022-07-29 00:00:00;2022-07-29 02:00:00;51,4063;5,4574;4,38;5,86;16,23;34;;;;;;;;51,5108;5,3606;4,08;5,22;12,01;29;51,4915;5,4392;4,81;6,04;13,72;26;51,4025;5,3515;10,80;11,73;16,31;10;51,4568;5,4384;2,96;3,83;9,23;21;51,4465;5,4481;2,52;3,09;6,38;36;;;4,07;5,43;11,08;19;51,3706;5,1565;4,86;5,75;11,02;24;51,4454;5,4854;5,26;6,25;11,28;42;51,4416;5,4714;5,24;6,62;14,55;12;51,4815;5,5200;2,85;3,90;8,67;13;51,4681;5,3902;20,52;21,98;30,62;5204;29;51,3468;5,3887;5,26;6,94;19,77;8;51,4136;5,4707;4,94;6,04;11,37;41;51,5696;5,3114;3,22;4,04;10,84;27;51,4332;5,5198;4,64;5,89;14,57;27;51,4372;5,4233;3,56;4,70;12,39;27;51,4583;5,4050;2,92;4,17;13,28;59;51,4446;5,4788;1,99;3,33;13,46;37;51,4545;5,3888;4,54;6,36;18,42;7747;33;51,4492;5,4569;4,44;5,55;10,69;49;51,4353;5,4800;3,61;4,93;12,48;25;51,4375;5,4518;5,26;6,70;16,38;24;51,4797;5,4751;4,84;5,99;12,37;44;51,5295;5,4719;5,16;6,43;13,22;15;51,4388;5,4822;5,86;7,44;16,51;29;51,4686;5,4722;5,34;6,47;15,17;31;51,4390;5,4650;2,99;3,86;8,59;27;51,4528;5,4850;7,27;8,38;14,33;40;51,4320;5,6272;6,12;7,23;13,74;60;51,5923;5,7813;5,55;6,58;12,22;26;51,5304;5,2844;5,26;6,00;11,84;60;51,3565;5,6357;3,57;4,42;10,89;28;51,5836;5,5480;2,67;3,70;8,81;90;51,5092;5,3781;5,84;6,66;11,71;48;51,4769;5,2617;2,78;3,98;9,14;40;51,4660;5,6785;4,04;5,34;11,76;44;51,4735;5,6530;3,62;4,60;8,74;63;51,3770;5,7724;3,05;3,90;8,16;19;51,4692;5,6347;2,89;3,75;8,02;53;51,4778;5,6568;3,11;4,19;8,98;35;51,3072;5,4218;3,27;4,12;8,77;35;51,4164;5,1265;3,42;4,47;8,80;50;51,4903;5,3941;4,75;5,65;9,39;49
2022-07-30 00:00:00;2022-07-30 02:00:00;51,4063;5,4574;6,19;7,97;20,31;31;;;;;;;;51,5108;5,3607;4,98;6,30;13,53;23;51,4915;5,4391;6,18;7,65;16,44;21;51,4025;5,3514;13,32;14,47;19,44;9;51,4569;5,4384;3,82;4,75;10,44;17;51,4465;5,4483;2,33;2,88;6,56;27;;;5,77;7,44;14,26;16;51,3706;5,1565;7,31;8,35;13,23;20;51,4454;5,4854;7,09;8,31;14,06;38;51,4414;5,4714;6,68;8,27;17,06;11;51,4815;5,5200;4,07;5,18;9,72;12;51,4682;5,3902;17,05;18,55;27,80;4453;21;51,3468;5,3887;7,95;9,98;24,48;4;51,4136;5,4707;7,05;8,44;14,58;33;51,5696;5,3114;4,18;4,98;10,59;19;51,4332;5,5198;10,62;12,23;21,75;23;51,4372;5,4233;4,86;6,25;14,59;26;51,4583;5,4050;3,99;5,17;12,83;47;51,4446;5,4788;3,02;4,61;16,80;37;51,4545;5,3888;6,44;8,52;21,30;5902;23;51,4492;5,4569;7,26;8,69;14,60;43;51,4353;5,4800;4,69;6,31;14,73;19;51,4375;5,4518;6,35;7,80;16,78;18;51,4797;5,4751;5,95;7,21;14,15;37;51,5295;5,4719;6,48;7,78;14,72;14;51,4386;5,4818;7,34;9,16;18,70;25;51,4686;5,4722;7,46;8,94;19,13;28;51,4391;5,4650;4,66;5,71;10,48;22;51,4528;5,4850;9,03;10,38;17,07;39;51,4320;5,6272;7,43;8,63;15,58;55;51,5923;5,7813;7,85;8,89;15,54;24;51,5304;5,2846;6,79;7,59;12,68;59;51,3564;5,6360;4,36;5,18;10,90;30;51,5836;5,5480;4,67;5,83;11,24;66;51,5092;5,3781;7,62;8,57;14,06;38;51,4769;5,2616;3,86;5,02;9,43;28;51,4660;5,6785;5,58;7,06;14,07;47;51,4735;5,6530;4,74;5,85;10,34;57;51,3770;5,7724;5,25;6,50;11,28;16;51,4693;5,6347;4,50;5,56;10,18;51;51,4778;5,6568;4,34;5,71;11,65;32;51,3072;5,4218;5,41;6,40;11,17;32;51,4165;5,1265;6,32;7,52;11,72;39;51,4904;5,3941;4,11;5,01;9,15;39
2022-07-31 00:00:00;2022-07-31 02:00:00;51,4063;5,4574;6,10;7,57;16,52;10;;;;;;;;51,5108;5,3606;5,76;7,03;12,84;14;51,4915;5,4391;6,79;8,18;15,37;8;51,4025;5,3515;12,55;13,50;17,60;6;51,4569;5,4384;3,46;4,27;9,06;16;51,4465;5,4481;2,33;2,79;5,71;12;;;5,53;6,81;11,52;11;51,3706;5,1565;5,95;6,85;10,57;8;51,4454;5,4854;6,95;7,98;12,77;13;51,4413;5,4715;6,10;7,39;14,60;7;51,4815;5,5199;4,19;5,21;8,63;7;51,4682;5,3902;8,70;10,13;17,46;3836;7;51,3468;5,3887;6,08;7,67;18,59;1;51,4136;5,4707;6,28;7,35;12,30;9;51,5696;5,3114;5,54;6,38;11,04;10;51,4332;5,5198;11,12;12,43;20,26;12;51,4372;5,4233;4,60;5,77;12,88;16;51,4583;5,4050;3,96;5,08;11,02;15;51,4446;5,4788;2,43;3,74;12,75;11;51,4545;5,3888;5,92;7,55;16,90;5444;8;51,4491;5,4569;6,31;7,48;11,60;17;51,4353;5,4800;4,19;5,42;11,94;12;51,4375;5,4518;5,97;7,20;14,43;7;51,4797;5,4751;5,74;6,89;12,35;14;51,5295;5,4719;7,32;8,61;13,99;13;51,4387;5,4818;6,64;8,07;15,43;9;51,4686;5,4722;7,29;8,56;15,59;13;51,4391;5,4650;5,93;6,79;10,78;7;51,4528;5,4850;8,92;10,04;15,95;12;51,4320;5,6272;7,13;8,05;12,77;15;51,5923;5,7813;8,86;10,15;18,37;11;51,5304;5,2846;8,45;9,51;15,85;20;51,3564;5,6360;3,98;4,67;9,29;19;51,5836;5,5480;6,68;8,02;12,76;30;51,5092;5,3781;8,66;9,54;14,00;15;51,4769;5,2616;4,86;6,18;10,05;12;51,4660;5,6785;4,78;5,79;10,52;21;51,4735;5,6530;4,57;5,50;9,00;22;51,3770;5,7724;3,80;4,58;8,42;10;51,4693;5,6348;3,88;4,73;8,33;16;51,4778;5,6568;3,97;5,07;9,52;14;51,3072;5,4218;3,80;4,65;9,50;12;51,4165;5,1265;5,70;6,78;10,50;14;51,4904;5,3941;4,77;5,63;8,97;17
2022-08-01 00:00:00;2022-08-01 02:00:00;51,4063;5,4574;6,82;8,48;16,38;20;;;;;;;;51,5108;5,3606;5,40;6,42;11,45;11;51,4915;5,4391;6,06;7,31;13,76;13;51,4025;5,3514;13,53;14,68;18,72;7;51,4568;5,4383;4,30;5,15;9,47;14;51,4465;5,4481;3,48;3,99;6,89;7;;;5,86;7,10;11,67;8;51,3706;5,1565;7,77;8,60;12,34;7;51,4454;5,4854;6,88;8,08;12,60;5;51,4413;5,4720;6,66;8,03;14,37;7;51,4815;5,5200;4,48;5,38;8,98;7;51,4681;5,3902;14,41;15,85;23,20;3604;12;51,3468;5,3887;7,70;9,38;18,82;6;51,4136;5,4707;7,23;8,74;13,76;4;51,5697;5,3113;4,75;5,39;9,43;11;51,4332;5,5198;9,19;10,49;17,04;12;51,4372;5,4233;5,54;6,65;12,50;17;51,4583;5,4050;4,41;5,66;11,24;12;51,4446;5,4788;3,10;4,29;11,99;7;51,4545;5,3888;6,70;8,59;17,78;5339;15;51,4491;5,4569;6,93;8,04;12,05;30;51,4353;5,4800;5,11;6,35;11,62;10;51,4375;5,4518;5,98;7,38;14,55;10;51,4797;5,4751;5,82;6,87;12,14;6;51,5296;5,4719;6,73;7,67;12,51;13;51,4387;5,4818;6,99;8,48;15,16;12;51,4686;5,4722;7,39;8,63;14,86;5;51,4391;5,4649;4,44;5,28;8,97;13;51,4528;5,4850;8,58;9,73;14,58;9;51,4320;5,6272;7,25;8,25;12,89;26;51,5923;5,7813;7,91;8,79;13,85;11;51,5304;5,2845;6,46;7,14;10,89;25;51,3565;5,6358;4,69;5,31;9,24;13;51,5836;5,5479;4,46;5,37;8,85;30;51,5092;5,3781;8,04;8,88;12,97;10;51,4769;5,2616;5,19;6,22;9,54;15;51,4660;5,6785;5,57;6,65;10,99;24;51,4735;5,6530;4,78;5,62;9,11;36;51,3770;5,7724;4,47;5,31;8,99;9;51,4693;5,6348;4,33;5,15;8,62;39;51,4778;5,6568;4,18;5,21;8,90;14;51,3072;5,4218;5,85;6,75;10,40;18;51,4164;5,1265;6,47;7,53;11,05;5;51,4904;5,3941;4,60;5,29;8,38;10
2022-08-02 00:00:00;2022-08-02 02:00:00;51,4063;5,4574;4,51;6,11;16,51;37;;;;;;;;51,5107;5,3606;3,45;4,65;11,51;19;51,4915;5,4391;5,08;6,25;13,64;23;51,4025;5,3514;8,06;8,84;12,83;11;51,4568;5,4382;2,13;2,95;8,15;18;51,4465;5,4481;3,20;3,90;7,48;15;;;3,87;5,17;10,00;14;51,3706;5,1565;4,85;5,56;9,43;12;51,4453;5,4854;4,95;6,02;11,13;12;51,4416;5,4710;4,47;5,79;13,48;11;51,4815;5,5199;2,16;2,97;6,93;7;51,4681;5,3902;19,85;21,19;29,15;4648;18;51,3468;5,3887;4,01;5,29;15,45;5;51,4135;5,4707;4,64;5,70;10,99;9;51,5696;5,3113;3,20;3,94;9,53;14;51,4332;5,5198;4,21;5,54;15,78;26;51,4372;5,4233;3,22;4,44;12,58;33;51,4584;5,4050;2,43;3,59;10,84;19;51,4446;5,4788;1,71;2,92;12,03;16;51,4545;5,3888;3,80;5,38;15,77;5581;26;51,4491;5,4569;3,68;4,84;10,66;40;51,4353;5,4800;2,94;4,16;10,81;18;51,4375;5,4515;4,52;5,88;15,60;22;51,4797;5,4751;4,06;5,25;11,54;12;51,5295;5,4719;4,38;5,50;11,79;17;51,4385;5,4814;5,15;6,62;14,31;23;51,4686;5,4722;5,39;6,69;14,74;8;51,4391;5,4650;2,59;3,48;8,49;24;51,4528;5,4850;6,92;7,98;13,50;11;51,4320;5,6272;4,74;5,47;9,51;39;51,5923;5,7813;5,49;6,54;15,74;22;51,5304;5,2846;4,15;5,03;11,39;52;51,3565;5,6357;3,33;3,95;8,89;20;51,5836;5,5480;2,78;3,84;8,75;64;51,5092;5,3781;5,58;6,53;12,37;15;51,4769;5,2616;2,70;3,69;7,92;29;51,4659;5,6785;3,49;4,78;11,59;54;51,4735;5,6530;3,37;4,38;8,71;51;51,3770;5,7724;2,87;3,72;7,89;16;51,4693;5,6349;2,62;3,49;7,44;59;51,4774;5,6568;2,59;3,67;8,32;47;51,3072;5,4218;2,80;3,61;8,78;23;51,4165;5,1265;3,55;4,53;8,56;8;51,4903;5,3940;2,68;3,53;7,38;21
