Sensor,Time_UTC,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I58,2023-08-01 00:00:00,2023-08-01 02:00:00,"51,4904","5,3941","6,43","8,04","12,04",19
I58,2023-08-02 00:00:00,2023-08-02 02:00:00,"51,4903","5,3941","2,96","3,72","6,65",15
I58,2023-08-03 00:00:00,2023-08-03 02:00:00,,,,,,
I58,2023-08-04 00:00:00,2023-08-04 02:00:00,,,,,,
I58,2023-08-05 00:00:00,2023-08-05 02:00:00,,,,,,
I58,2023-08-06 00:00:00,2023-08-06 02:00:00,,,,,,
I58,2023-08-07 00:00:00,2023-08-07 02:00:00,,,,,,
I58,2023-08-08 00:00:00,2023-08-08 02:00:00,,,,,,
I58,2023-08-09 00:00:00,2023-08-09 02:00:00,,,,,,
I58,2023-08-10 00:00:00,2023-08-10 02:00:00,,,,,,
I58,2023-08-11 00:00:00,2023-08-11 02:00:00,,,,,,
I58,2023-08-12 00:00:00,2023-08-12 02:00:00,,,,,,
I58,2023-08-13 00:00:00,2023-08-13 02:00:00,,,,,,
I58,2023-08-14 00:00:00,2023-08-14 02:00:00,,,,,,
I58,2023-08-15 00:00:00,2023-08-15 02:00:00,,,,,,
I58,2023-08-16 00:00:00,2023-08-16 02:00:00,,,,,,
I58,2023-08-17 00:00:00,2023-08-17 02:00:00,,,,,,
I58,2023-08-18 00:00:00,2023-08-18 02:00:00,,,,,,
I58,2023-08-19 00:00:00,2023-08-19 02:00:00,,,,,,
I58,2023-08-20 00:00:00,2023-08-20 02:00:00,,,,,,
I58,2023-08-21 00:00:00,2023-08-21 02:00:00,,,,,,
I58,2023-08-22 00:00:00,2023-08-22 02:00:00,,,,,,
I58,2023-08-23 00:00:00,2023-08-23 02:00:00,,,,,,
I58,2023-08-24 00:00:00,2023-08-24 02:00:00,,,,,,
I58,2023-08-25 00:00:00,2023-08-25 02:00:00,,,,,,
I58,2023-08-26 00:00:00,2023-08-26 02:00:00,,,,,,
I58,2023-08-27 00:00:00,2023-08-27 02:00:00,,,,,,
I58,2023-08-28 00:00:00,2023-08-28 02:00:00,,,,,,
I58,2023-08-29 00:00:00,2023-08-29 02:00:00,,,,,,
I58,2023-08-30 00:00:00,2023-08-30 02:00:00,,,,,,
I58,2023-08-31 00:00:00,2023-08-31 02:00:00,,,,,,
I58,2023-09-01 00:00:00,2023-09-01 02:00:00,,,,,,
I58,2023-09-02 00:00:00,2023-09-02 02:00:00,,,,,,
I58,2023-09-03 00:00:00,2023-09-03 02:00:00,,,,,,
I58,2023-09-04 00:00:00,2023-09-04 02:00:00,,,,,,
I58,2023-09-05 00:00:00,2023-09-05 02:00:00,,,,,,
I58,2023-09-06 00:00:00,2023-09-06 02:00:00,,,,,,
I58,2023-09-07 00:00:00,2023-09-07 02:00:00,"51,4904","5,3941","5,70","6,55","11,58",8
nan,2023-06-30 00:00:00,2023-06-30 02:00:00,,,,,,
nan,2023-07-01 00:00:00,2023-07-01 02:00:00,,,,,,
nan,2023-07-02 00:00:00,2023-07-02 02:00:00,,,,,,
nan,2023-07-03 00:00:00,2023-07-03 02:00:00,,,,,,
nan,2023-07-04 00:00:00,2023-07-04 02:00:00,,,,,,
nan,2023-07-05 00:00:00,2023-07-05 02:00:00,,,,,,
nan,2023-07-06 00:00:00,2023-07-06 02:00:00,,,,,,
nan,2023-07-07 00:00:00,2023-07-07 02:00:00,,,,,,
nan,2023-07-08 00:00:00,2023-07-08 02:00:00,,,,,,
nan,2023-07-09 00:00:00,2023-07-09 02:00:00,,,,,,
nan,2023-07-10 00:00:00,2023-07-10 02:00:00,,,,,,
nan,2023-07-11 00:00:00,2023-07-11 02:00:00,,,,,,
nan,2023-07-12 00:00:00,2023-07-12 02:00:00,,,,,,
nan,2023-07-13 00:00:00,2023-07-13 02:00:00,,,,,,
nan,2023-07-14 00:00:00,2023-07-14 02:00:00,,,,,,
nan,2023-07-15 00:00:00,2023-07-15 02:00:00,,,,,,
nan,2023-07-16 00:00:00,2023-07-16 02:00:00,,,,,,
nan,2023-07-17 00:00:00,2023-07-17 02:00:00,,,,,,
nan,2023-07-18 00:00:00,2023-07-18 02:00:00,,,,,,
nan,2023-07-19 00:00:00,2023-07-19 02:00:00,,,,,,
nan,2023-07-20 00:00:00,2023-07-20 02:00:00,,,,,,
nan,2023-07-21 00:00:00,2023-07-21 02:00:00,,,,,,
nan,2023-07-22 00:00:00,2023-07-22 02:00:00,,,,,,
nan,2023-07-23 00:00:00,2023-07-23 02:00:00,,,,,,
nan,2023-07-24 00:00:00,2023-07-24 02:00:00,,,,,,
nan,2023-07-25 00:00:00,2023-07-25 02:00:00,,,,,,
nan,2023-07-26 00:00:00,2023-07-26 02:00:00,,,,,,
nan,2023-07-27 00:00:00,2023-07-27 02:00:00,,,,,,
nan,2023-07-28 00:00:00,2023-07-28 02:00:00,,,,,,
nan,2023-07-29 00:00:00,2023-07-29 02:00:00,,,,,,
nan,2023-07-30 00:00:00,2023-07-30 02:00:00,,,,,,
nan,2023-07-31 00:00:00,2023-07-31 02:00:00,,,,,,
nan,2023-08-01 00:00:00,2023-08-01 02:00:00,,,,,,
nan,2023-08-02 00:00:00,2023-08-02 02:00:00,,,,,,
nan,2023-08-03 00:00:00,2023-08-03 02:00:00,,,,,,
nan,2023-08-04 00:00:00,2023-08-04 02:00:00,,,,,,
nan,2023-08-05 00:00:00,2023-08-05 02:00:00,,,,,,
nan,2023-08-06 00:00:00,2023-08-06 02:00:00,,,,,,
nan,2023-08-07 00:00:00,2023-08-07 02:00:00,,,,,,
nan,2023-08-08 00:00:00,2023-08-08 02:00:00,,,,,,
nan,2023-08-09 00:00:00,2023-08-09 02:00:00,,,,,,
nan,2023-08-10 00:00:00,2023-08-10 02:00:00,,,,,,
nan,2023-08-11 00:00:00,2023-08-11 02:00:00,,,,,,
nan,2023-08-12 00:00:00,2023-08-12 02:00:00,,,,,,
nan,2023-08-13 00:00:00,2023-08-13 02:00:00,,,,,,
nan,2023-08-14 00:00:00,2023-08-14 02:00:00,,,,,,
nan,2023-08-15 00:00:00,2023-08-15 02:00:00,,,,,,
nan,2023-08-16 00:00:00,2023-08-16 02:00:00,,,,,,
nan,2023-08-17 00:00:00,2023-08-17 02:00:00,,,,,,
nan,2023-08-18 00:00:00,2023-08-18 02:00:00,,,,,,
nan,2023-08-19 00:00:00,2023-08-19 02:00:00,,,,,,
nan,2023-08-20 00:00:00,2023-08-20 02:00:00,,,,,,
nan,2023-08-21 00:00:00,2023-08-21 02:00:00,,,,,,
nan,2023-08-22 00:00:00,2023-08-22 02:00:00,,,,,,
nan,2023-08-23 00:00:00,2023-08-23 02:00:00,,,,,,
nan,2023-08-24 00:00:00,2023-08-24 02:00:00,,,,,,
nan,2023-08-25 00:00:00,2023-08-25 02:00:00,,,,,,
nan,2023-08-26 00:00:00,2023-08-26 02:00:00,,,,,,
nan,2023-08-27 00:00:00,2023-08-27 02:00:00,,,,,,
nan,2023-08-28 00:00:00,2023-08-28 02:00:00,,,,,,
nan,2023-08-29 00:00:00,2023-08-29 02:00:00,,,,,,
nan,2023-08-30 00:00:00,2023-08-30 02:00:00,,,,,,
nan,2023-08-31 00:00:00,2023-08-31 02:00:00,,,,,,
nan,2023-09-01 00:00:00,2023-09-01 02:00:00,,,,,,
nan,2023-09-02 00:00:00,2023-09-02 02:00:00,,,,,,
nan,2023-09-03 00:00:00,2023-09-03 02:00:00,,,,,,
nan,2023-09-04 00:00:00,2023-09-04 02:00:00,,,,,,
nan,2023-09-05 00:00:00,2023-09-05 02:00:00,,,,,,
nan,2023-09-06 00:00:00,2023-09-06 02:00:00,,,,,,
nan,2023-09-07 00:00:00,2023-09-07 02:00:00,,,,,,
I01,2023-09-08 00:00:00,2023-09-08 02:00:00,"51,4063","5,4573","9,23","10,57","18,65",22
I01,2023-09-09 00:00:00,2023-09-09 02:00:00,"51,4063","5,4574","12,90","15,65","22,15",17
I01,2023-09-10 00:00:00,2023-09-10 02:00:00,"51,4063","5,4573","10,95","13,23","25,05",24
I01,2023-09-11 00:00:00,2023-09-11 02:00:00,"51,4063","5,4573","9,19","11,29","23,42",21
I01,2023-09-12 00:00:00,2023-09-12 02:00:00,"51,4063","5,4573","14,25","16,59","23,33",12
I01,2023-09-13 00:00:00,2023-09-13 02:00:00,"51,4063","5,4574","8,37","12,59","19,29",10
I01,2023-09-14 00:00:00,2023-09-14 02:00:00,"51,4063","5,4573","6,21","7,55","13,51",22
I01,2023-09-15 00:00:00,2023-09-15 02:00:00,"51,4063","5,4573","7,21","8,44","14,39",26
I01,2023-09-16 00:00:00,2023-09-16 02:00:00,"51,4063","5,4574","13,42","14,71","20,10",21
I01,2023-09-17 00:00:00,2023-09-17 02:00:00,"51,4063","5,4574","11,77","13,20","18,73",10
I01,2023-09-18 00:00:00,2023-09-18 02:00:00,"51,4063","5,4573","3,50","4,97","14,84",10
I01,2023-09-19 00:00:00,2023-09-19 02:00:00,"51,4063","5,4573","2,91","5,14","17,63",14
I01,2023-09-20 00:00:00,2023-09-20 02:00:00,"51,4063","5,4574","2,71","3,85","11,74",16
I01,2023-09-21 00:00:00,2023-09-21 02:00:00,"51,4063","5,4574","2,39","3,09","7,67",15
I01,2023-09-22 00:00:00,2023-09-22 02:00:00,"51,4063","5,4574","3,08","3,95","9,40",10
I01,2023-09-23 00:00:00,2023-09-23 02:00:00,"51,4063","5,4574","2,69","3,99","11,72",7
I01,2023-09-24 00:00:00,2023-09-24 02:00:00,"51,4063","5,4573","2,94","3,91","9,08",15
I01,2023-09-25 00:00:00,2023-09-25 02:00:00,"51,4063","5,4573","3,67","4,53","9,13",24
I01,2023-09-26 00:00:00,2023-09-26 02:00:00,"51,4063","5,4573","5,38","6,43","11,70",22
I01,2023-09-27 00:00:00,2023-09-27 02:00:00,"51,4063","5,4574","7,22","8,67","14,63",22
I01,2023-09-28 00:00:00,2023-09-28 02:00:00,"51,4063","5,4573","5,16","7,81","18,47",15
I01,2023-09-29 00:00:00,2023-09-29 02:00:00,"51,4063","5,4574","4,40","6,29","13,23",7
I01,2023-09-30 00:00:00,2023-09-30 02:00:00,"51,4063","5,4574","8,20","10,51","18,27",11
I01,2023-10-01 00:00:00,2023-10-01 02:00:00,"51,4063","5,4574","10,90","14,73","20,70",14
I01,2023-10-02 00:00:00,2023-10-02 02:00:00,"51,4063","5,4573","15,66","23,51","31,35",18
I01,2023-10-03 00:00:00,2023-10-03 02:00:00,"51,4063","5,4574","6,37","10,14","18,09",14
I01,2023-10-04 00:00:00,2023-10-04 02:00:00,"51,4063","5,4574","4,59","7,49","19,44",12
I01,2023-10-05 00:00:00,2023-10-05 02:00:00,"51,4063","5,4573","3,80","5,94","16,51",13
I01,2023-10-06 00:00:00,2023-10-06 02:00:00,"51,4063","5,4574","5,18","7,49","19,13",11
I01,2023-10-07 00:00:00,2023-10-07 02:00:00,"51,4063","5,4574","7,08","9,67","21,78",9
I01,2023-10-08 00:00:00,2023-10-08 02:00:00,"51,4063","5,4573","12,87","17,40","30,85",8
I01,2023-10-09 00:00:00,2023-10-09 02:00:00,"51,4063","5,4573","13,23","16,91","27,17",11
I01,2023-10-10 00:00:00,2023-10-10 02:00:00,"51,4063","5,4574","10,51","13,15","22,86",15
I01,2023-10-11 00:00:00,2023-10-11 02:00:00,"51,4063","5,4573","7,81","10,78","25,21",20
I01,2023-10-12 00:00:00,2023-10-12 02:00:00,"51,4063","5,4574","9,13","12,06","22,50",7
I01,2023-10-13 00:00:00,2023-10-13 02:00:00,"51,4063","5,4574","7,42","10,87","33,20",7
I01,2023-10-14 00:00:00,2023-10-14 02:00:00,"51,4063","5,4574","3,31","5,74","14,58",16
I01,2023-10-15 00:00:00,2023-10-15 02:00:00,"51,4063","5,4573","2,67","3,86","8,70",14
I01,2023-10-16 00:00:00,2023-10-16 02:00:00,"51,4063","5,4573","5,11","6,39","11,89",14
I01,2023-10-17 00:00:00,2023-10-17 02:00:00,"51,4063","5,4573","5,95","7,51","13,66",16
I01,2023-10-18 00:00:00,2023-10-18 02:00:00,"51,4063","5,4573","6,42","7,98","14,60",17
I01,2023-10-19 00:00:00,2023-10-19 02:00:00,"51,4063","5,4573","3,77","5,55","13,50",8
I01,2023-10-20 00:00:00,2023-10-20 02:00:00,"51,4063","5,4573","5,49","6,41","11,17",4
I01,2023-10-21 00:00:00,2023-10-21 02:00:00,"51,4063","5,4573","2,04","3,49","10,83",6
I01,2023-10-22 00:00:00,2023-10-22 02:00:00,"51,4063","5,4573","1,74","2,59","8,07",11
I01,2023-10-23 00:00:00,2023-10-23 02:00:00,"51,4063","5,4574","4,30","6,16","13,69",10
I01,2023-10-24 00:00:00,2023-10-24 02:00:00,"51,4063","5,4574","3,01","3,98","9,66",11
I01,2023-10-25 00:00:00,2023-10-25 02:00:00,"51,4063","5,4573","2,89","3,89","9,09",10
I01,2023-10-26 00:00:00,2023-10-26 02:00:00,"51,4063","5,4574","16,11","17,66","22,02",8
I01,2023-10-27 00:00:00,2023-10-27 02:00:00,"51,4063","5,4574","5,36","7,26","14,10",8
I01,2023-10-28 00:00:00,2023-10-28 02:00:00,"51,4063","5,4573","2,07","3,71","11,09",7
I01,2023-10-29 00:00:00,2023-10-29 02:00:00,"51,4063","5,4573","1,69","3,26","10,82",9
I01,2023-10-30 00:00:00,2023-10-30 01:00:00,"51,4063","5,4574","3,17","4,91","12,32",12
I01,2023-10-31 00:00:00,2023-10-31 01:00:00,"51,4063","5,4574","5,48","6,98","14,00",8
I01,2023-11-01 00:00:00,2023-11-01 01:00:00,"51,4063","5,4573","2,24","4,03","12,90",5
I01,2023-11-02 00:00:00,2023-11-02 01:00:00,"51,4063","5,4573","1,89","3,40","10,73",14
I01,2023-11-03 00:00:00,2023-11-03 01:00:00,"51,4063","5,4573","1,89","3,60","11,05",17
I01,2023-11-04 00:00:00,2023-11-04 01:00:00,"51,4063","5,4573","1,87","3,41","9,54",12
I01,2023-11-05 00:00:00,2023-11-05 01:00:00,"51,4063","5,4573","2,89","4,77","11,62",6
I01,2023-11-06 00:00:00,2023-11-06 01:00:00,"51,4063","5,4574","2,95","5,33","13,68",8
I01,2023-11-07 00:00:00,2023-11-07 01:00:00,"51,4063","5,4573","2,79","4,34","11,51",10
I01,2023-11-08 00:00:00,2023-11-08 01:00:00,"51,4063","5,4573","2,28","3,80","11,11",8
I01,2023-11-09 00:00:00,2023-11-09 01:00:00,"51,4063","5,4573","2,66","4,46","13,36",9
I01,2023-11-10 00:00:00,2023-11-10 01:00:00,"51,4063","5,4573","2,55","4,05","9,71",10
I01,2023-11-11 00:00:00,2023-11-11 01:00:00,"51,4063","5,4573","5,86","7,69","14,53",10
I01,2023-11-12 00:00:00,2023-11-12 01:00:00,"51,4063","5,4574","10,05","12,63","19,81",7
I01,2023-11-13 00:00:00,2023-11-13 01:00:00,"51,4063","5,4574","6,12","9,75","20,43",6
I01,2023-11-14 00:00:00,2023-11-14 01:00:00,"51,4063","5,4574","6,72","11,40","24,89",11
I01,2023-11-15 00:00:00,2023-11-15 01:00:00,"51,4063","5,4573","6,67","10,57","24,11",5
I01,2023-11-16 00:00:00,2023-11-16 01:00:00,"51,4063","5,4573","9,37","12,50","23,49",6
I02,2023-09-08 00:00:00,2023-09-08 02:00:00,"51,4379","5,3582","11,75","13,64","24,39",10
I02,2023-09-09 00:00:00,2023-09-09 02:00:00,"51,4379","5,3582","17,66","20,82","28,41",9
I02,2023-09-10 00:00:00,2023-09-10 02:00:00,"51,4379","5,3582","14,88","17,63","28,81",7
I02,2023-09-11 00:00:00,2023-09-11 02:00:00,"51,4379","5,3582","13,40","16,01","26,57",6
I02,2023-09-12 00:00:00,2023-09-12 02:00:00,"51,4379","5,3582","19,44","22,65","29,75",4
I02,2023-09-13 00:00:00,2023-09-13 02:00:00,"51,4379","5,3582","13,38","17,68","24,80",5
I02,2023-09-14 00:00:00,2023-09-14 02:00:00,"51,4379","5,3582","8,02","9,38","15,21",7
I02,2023-09-15 00:00:00,2023-09-15 02:00:00,"51,4379","5,3582","10,23","11,67","17,67",11
I02,2023-09-16 00:00:00,2023-09-16 02:00:00,"51,4379","5,3582","15,35","17,28","23,82",9
I02,2023-09-17 00:00:00,2023-09-17 02:00:00,"51,4379","5,3582","17,08","19,48","26,20",3
I02,2023-09-18 00:00:00,2023-09-18 02:00:00,"51,4379","5,3582","6,17","7,91","16,05",3
I02,2023-09-19 00:00:00,2023-09-19 02:00:00,"51,4379","5,3582","5,92","8,58","17,76",4
I02,2023-09-20 00:00:00,2023-09-20 02:00:00,"51,4379","5,3582","5,07","6,41","13,03",4
I02,2023-09-21 00:00:00,2023-09-21 02:00:00,"51,4379","5,3582","4,74","5,44","9,51",5
I02,2023-09-22 00:00:00,2023-09-22 02:00:00,"51,4379","5,3582","5,98","7,04","11,95",4
I02,2023-09-23 00:00:00,2023-09-23 02:00:00,"51,4379","5,3582","5,56","7,20","14,15",3
I02,2023-09-24 00:00:00,2023-09-24 02:00:00,"51,4379","5,3582","5,79","7,09","12,31",5
I02,2023-09-25 00:00:00,2023-09-25 02:00:00,"51,4379","5,3582","6,21","7,25","11,66",8
I02,2023-09-26 00:00:00,2023-09-26 02:00:00,"51,4379","5,3582","8,29","9,65","14,92",8
I02,2023-09-27 00:00:00,2023-09-27 02:00:00,"51,4379","5,3582","9,41","10,91","16,90",7
I02,2023-09-28 00:00:00,2023-09-28 02:00:00,"51,4379","5,3582","8,74","12,29","23,55",7
I02,2023-09-29 00:00:00,2023-09-29 02:00:00,"51,4379","5,3582","7,89","10,39","17,71",4
I02,2023-09-30 00:00:00,2023-09-30 02:00:00,"51,4379","5,3582","12,56","15,42","23,66",5
I02,2023-10-01 00:00:00,2023-10-01 02:00:00,"51,4379","5,3582","16,38","21,33","28,75",5
I02,2023-10-02 00:00:00,2023-10-02 02:00:00,"51,4379","5,3582","21,52","31,29","41,70",5
I02,2023-10-03 00:00:00,2023-10-03 02:00:00,"51,4379","5,3582","10,08","14,30","22,57",7
I02,2023-10-04 00:00:00,2023-10-04 02:00:00,"51,4379","5,3582","8,35","11,93","24,15",6
I02,2023-10-05 00:00:00,2023-10-05 02:00:00,"51,4379","5,3582","7,16","9,77","20,83",7
I02,2023-10-06 00:00:00,2023-10-06 02:00:00,"51,4379","5,3582","8,89","11,61","22,26",6
I02,2023-10-07 00:00:00,2023-10-07 02:00:00,"51,4379","5,3582","11,36","14,44","24,32",5
I02,2023-10-08 00:00:00,2023-10-08 02:00:00,"51,4379","5,3582","18,54","24,28","40,60",8
I02,2023-10-09 00:00:00,2023-10-09 02:00:00,"51,4379","5,3582","19,44","23,68","34,05",7
I02,2023-10-10 00:00:00,2023-10-10 02:00:00,"51,4379","5,3582","16,18","19,47","27,77",7
I02,2023-10-11 00:00:00,2023-10-11 02:00:00,"51,4379","5,3582","13,03","16,56","28,36",9
I02,2023-10-12 00:00:00,2023-10-12 02:00:00,"51,4379","5,3582","14,91","18,22","29,32",4
I02,2023-10-13 00:00:00,2023-10-13 02:00:00,"51,4379","5,3582","11,42","15,35","30,73",2
I02,2023-10-14 00:00:00,2023-10-14 02:00:00,"51,4379","5,3582","6,36","9,45","19,14",7
I02,2023-10-15 00:00:00,2023-10-15 02:00:00,"51,4379","5,3582","4,90","6,40","11,71",7
I02,2023-10-16 00:00:00,2023-10-16 02:00:00,"51,4379","5,3582","7,96","9,65","16,32",8
I02,2023-10-17 00:00:00,2023-10-17 02:00:00,"51,4379","5,3582","9,26","11,21","17,83",9
I02,2023-10-18 00:00:00,2023-10-18 02:00:00,"51,4379","5,3582","9,63","11,44","17,62",10
I02,2023-10-19 00:00:00,2023-10-19 02:00:00,"51,4379","5,3582","6,70","8,74","16,58",3
I02,2023-10-20 00:00:00,2023-10-20 02:00:00,"51,4379","5,3582","9,14","10,21","15,06",4
I02,2023-10-21 00:00:00,2023-10-21 02:00:00,"51,4379","5,3582","4,42","6,09","12,10",2
I02,2023-10-22 00:00:00,2023-10-22 02:00:00,"51,4379","5,3582","4,31","5,35","10,28",3
I02,2023-10-23 00:00:00,2023-10-23 02:00:00,"51,4379","5,3582","7,15","9,18","16,58",6
I02,2023-10-24 00:00:00,2023-10-24 02:00:00,"51,4379","5,3582","5,53","6,65","11,98",3
I02,2023-10-25 00:00:00,2023-10-25 02:00:00,"51,4379","5,3582","6,01","7,17","12,78",6
I02,2023-10-26 00:00:00,2023-10-26 02:00:00,"51,4379","5,3582","21,51","23,58","28,57",4
I02,2023-10-27 00:00:00,2023-10-27 02:00:00,"51,4379","5,3582","9,66","12,11","19,80",3
I02,2023-10-28 00:00:00,2023-10-28 02:00:00,"51,4379","5,3582","4,79","6,68","13,02",2
I02,2023-10-29 00:00:00,2023-10-29 02:00:00,"51,4379","5,3582","4,19","5,89","12,01",3
I02,2023-10-30 00:00:00,2023-10-30 01:00:00,"51,4379","5,3582","5,93","7,98","15,23",5
I02,2023-10-31 00:00:00,2023-10-31 01:00:00,"51,4379","5,3582","10,03","11,83","18,62",4
I02,2023-11-01 00:00:00,2023-11-01 01:00:00,"51,4379","5,3582","4,72","6,71","13,96",2
I02,2023-11-02 00:00:00,2023-11-02 01:00:00,"51,4379","5,3582","4,11","5,62","11,64",6
I02,2023-11-03 00:00:00,2023-11-03 01:00:00,"51,4379","5,3582","4,25","6,29","13,20",8
I02,2023-11-04 00:00:00,2023-11-04 01:00:00,"51,4379","5,3582","4,29","6,04","11,62",6
I02,2023-11-05 00:00:00,2023-11-05 01:00:00,"51,4379","5,3582","5,33","7,62","14,51",4
I02,2023-11-06 00:00:00,2023-11-06 01:00:00,"51,4379","5,3582","5,80","8,60","16,90",4
I02,2023-11-07 00:00:00,2023-11-07 01:00:00,"51,4379","5,3582","5,11","6,88","13,50",4
I02,2023-11-08 00:00:00,2023-11-08 01:00:00,"51,4379","5,3582","4,47","6,15","12,56",4
I02,2023-11-09 00:00:00,2023-11-09 01:00:00,"51,4379","5,3582","5,66","7,84","15,84",4
I02,2023-11-10 00:00:00,2023-11-10 01:00:00,"51,4379","5,3582","4,74","6,40","11,39",6
I02,2023-11-11 00:00:00,2023-11-11 01:00:00,"51,4379","5,3582","10,21","14,21","23,18",6
I02,2023-11-12 00:00:00,2023-11-12 01:00:00,"51,4379","5,3582","13,23","15,52","22,16",4
I02,2023-11-13 00:00:00,2023-11-13 01:00:00,"51,4379","5,3582","9,08","13,33","24,22",2
I02,2023-11-14 00:00:00,2023-11-14 01:00:00,"51,4379","5,3582","8,71","14,41","27,80",5
I02,2023-11-15 00:00:00,2023-11-15 01:00:00,"51,4379","5,3582","8,21","12,86","25,94",3
I02,2023-11-16 00:00:00,2023-11-16 01:00:00,"51,4379","5,3582","12,24","16,05","27,92",4
I03,2023-09-08 00:00:00,2023-09-08 02:00:00,"51,5108","5,3606","8,42","9,86","18,21",25
I03,2023-09-09 00:00:00,2023-09-09 02:00:00,"51,5107","5,3606","14,58","16,32","21,21",14
I03,2023-09-10 00:00:00,2023-09-10 02:00:00,"51,5108","5,3606","12,83","14,85","21,94",14
I03,2023-09-11 00:00:00,2023-09-11 02:00:00,"51,5108","5,3605","10,01","11,94","19,21",12
I03,2023-09-12 00:00:00,2023-09-12 02:00:00,"51,5108","5,3605","15,20","16,79","21,45",8
I03,2023-09-13 00:00:00,2023-09-13 02:00:00,"51,5108","5,3606","11,08","12,72","17,01",8
I03,2023-09-14 00:00:00,2023-09-14 02:00:00,"51,5108","5,3606","6,82","7,90","12,34",13
I03,2023-09-15 00:00:00,2023-09-15 02:00:00,"51,5108","5,3606","8,01","8,91","13,01",21
I03,2023-09-16 00:00:00,2023-09-16 02:00:00,"51,5108","5,3606","11,84","12,90","16,86",17
I03,2023-09-17 00:00:00,2023-09-17 02:00:00,"51,5108","5,3605","13,02","14,25","18,44",7
I03,2023-09-18 00:00:00,2023-09-18 02:00:00,"51,5107","5,3606","4,79","6,37","14,76",5
I03,2023-09-19 00:00:00,2023-09-19 02:00:00,"51,5108","5,3606","5,04","7,22","14,92",8
I03,2023-09-20 00:00:00,2023-09-20 02:00:00,"51,5108","5,3606","3,92","5,27","13,75",11
I03,2023-09-21 00:00:00,2023-09-21 02:00:00,"51,5108","5,3606","3,88","4,50","8,01",10
I03,2023-09-22 00:00:00,2023-09-22 02:00:00,"51,5108","5,3606","4,95","5,89","11,12",8
I03,2023-09-23 00:00:00,2023-09-23 02:00:00,"51,5108","5,3606","4,61","5,92","11,89",8
I03,2023-09-24 00:00:00,2023-09-24 02:00:00,"51,5107","5,3607","4,64","5,65","10,34",11
I03,2023-09-25 00:00:00,2023-09-25 02:00:00,"51,5107","5,3607","4,70","5,43","9,70",22
I03,2023-09-26 00:00:00,2023-09-26 02:00:00,"51,5107","5,3607","6,09","6,98","10,98",24
I03,2023-09-27 00:00:00,2023-09-27 02:00:00,"51,5107","5,3607","6,96","7,88","12,27",23
I03,2023-09-28 00:00:00,2023-09-28 02:00:00,"51,5108","5,3607","6,82","9,80","20,43",19
I03,2023-09-29 00:00:00,2023-09-29 02:00:00,"51,5108","5,3606","6,42","8,17","13,82",12
I03,2023-09-30 00:00:00,2023-09-30 02:00:00,"51,5107","5,3606","9,77","11,75","18,05",11
I03,2023-10-01 00:00:00,2023-10-01 02:00:00,"51,5107","5,3606","13,62","16,09","21,10",13
I03,2023-10-02 00:00:00,2023-10-02 02:00:00,"51,5108","5,3606","18,54","22,91","27,59",19
I03,2023-10-03 00:00:00,2023-10-03 02:00:00,"51,5108","5,3607","8,83","11,42","16,63",12
I03,2023-10-04 00:00:00,2023-10-04 02:00:00,"51,5108","5,3606","6,95","9,54","17,66",15
I03,2023-10-05 00:00:00,2023-10-05 02:00:00,"51,5108","5,3607","5,75","7,87","15,92",18
I03,2023-10-06 00:00:00,2023-10-06 02:00:00,"51,5108","5,3607","6,72","8,68","15,51",13
I03,2023-10-07 00:00:00,2023-10-07 02:00:00,"51,5108","5,3607","9,05","11,39","19,68",11
I03,2023-10-08 00:00:00,2023-10-08 02:00:00,"51,5108","5,3607","15,16","18,60","26,47",20
I03,2023-10-09 00:00:00,2023-10-09 02:00:00,"51,5108","5,3607","14,93","17,35","23,72",18
I03,2023-10-10 00:00:00,2023-10-10 02:00:00,"51,5108","5,3607","13,69","15,58","20,87",14
I03,2023-10-11 00:00:00,2023-10-11 02:00:00,"51,5108","5,3607","10,79","13,37","21,14",19
I03,2023-10-12 00:00:00,2023-10-12 02:00:00,"51,5108","5,3607","12,10","14,41","20,54",7
I03,2023-10-13 00:00:00,2023-10-13 02:00:00,"51,5107","5,3606","8,56","11,74","21,45",3
I03,2023-10-14 00:00:00,2023-10-14 02:00:00,"51,5107","5,3606","5,62","7,77","13,89",10
I03,2023-10-15 00:00:00,2023-10-15 02:00:00,"51,5107","5,3606","4,74","5,68","9,04",13
I03,2023-10-16 00:00:00,2023-10-16 02:00:00,"51,5107","5,3605","6,71","7,78","11,22",16
I03,2023-10-17 00:00:00,2023-10-17 02:00:00,"51,5107","5,3605","7,96","8,96","12,78",20
I03,2023-10-18 00:00:00,2023-10-18 02:00:00,"51,5107","5,3606","7,85","9,03","13,10",31
I03,2023-10-19 00:00:00,2023-10-19 02:00:00,"51,5107","5,3607","5,51","7,09","12,25",10
I03,2023-10-20 00:00:00,2023-10-20 02:00:00,"51,5107","5,3607","6,64","7,31","10,66",4
I03,2023-10-21 00:00:00,2023-10-21 02:00:00,"51,5107","5,3607","4,10","5,38","10,02",4
I03,2023-10-22 00:00:00,2023-10-22 02:00:00,"51,5107","5,3607","3,88","4,73","8,70",6
I03,2023-10-23 00:00:00,2023-10-23 02:00:00,"51,5107","5,3607","6,75","8,31","12,69",10
I03,2023-10-24 00:00:00,2023-10-24 02:00:00,"51,5107","5,3607","4,81","5,62","9,32",6
