Sensor,Time_UTC,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I32,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,4797","5,4751","16,34","18,44","23,17",
I32,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,4797","5,4751","26,36","28,96","33,82",
I32,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,4797","5,4751","20,85","22,64","27,24",
I32,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,4797","5,4751","22,03","23,70","27,43",
I32,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,4797","5,4751","20,91","22,81","26,96",
I32,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,4797","5,4751","15,39","16,57","20,45",
I32,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,4797","5,4751","12,74","14,12","18,43",
I32,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,4797","5,4751","4,88","5,85","9,18",
I32,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,4797","5,4751","6,78","8,16","12,10",
I32,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,4797","5,4751","5,25","6,99","11,76",
I32,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,4797","5,4751","4,27","5,32","9,45",
I32,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,4797","5,4751","10,67","12,10","16,01",
I32,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,4797","5,4751","8,23","9,92","14,10",
I32,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,4797","5,4751","4,77","5,82","9,67",
I32,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,4797","5,4751","17,10","18,28","21,71",
I32,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,4797","5,4751","14,96","16,06","18,98",
I32,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,4797","5,4751","4,90","5,50","8,38",
I32,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,4797","5,4751","7,73","8,51","11,98",
I32,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,4797","5,4751","5,79","6,69","9,82",
I32,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,4797","5,4751","12,99","14,28","18,05",
I32,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,4797","5,4751","12,41","14,39","19,65",
I32,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,4797","5,4751","12,27","14,62","19,15",
I32,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,4797","5,4751","9,65","10,74","14,42",
I32,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,4797","5,4751","9,41","10,94","14,54",
I32,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,4797","5,4751","4,19","5,49","9,64",
I32,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,4797","5,4751","4,35","6,65","12,26",
I32,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,4797","5,4751","2,08","3,29","7,33",
I32,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,4797","5,4751","3,21","5,13","10,43",
I32,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,4797","5,4751","2,06","3,38","8,17",
I32,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,4797","5,4750","2,44","3,44","7,12",
I32,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,4797","5,4750","1,30","1,83","4,93",
I32,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,4797","5,4750","1,58","2,80","7,56",
I32,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,4797","5,4751","1,63","2,69","6,68",
I32,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,4797","5,4751","4,23","6,24","10,50",
I32,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,4797","5,4751","15,86","16,93","19,50",
I33,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,5295","5,4719","5,36","6,74","13,39",
I33,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,5295","5,4719","5,03","6,16","11,49",
I33,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,5295","5,4719","9,65","11,10","15,85",
I33,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,5295","5,4719","4,01","5,13","11,07",
I33,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,5295","5,4719","12,61","13,88","18,89",
I33,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,5295","5,4719","11,18","12,09","16,57",
I33,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,5295","5,4719","12,39","13,24","17,45",
I33,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,5295","5,4719","3,19","3,80","7,86",
I33,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,5296","5,4719","3,56","4,67","9,81",
I33,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,5295","5,4719","5,28","7,37","14,57",
I33,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,5295","5,4718","4,60","5,84","11,12",
I33,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,5295","5,4719","5,75","6,60","10,76",
I33,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,5295","5,4719","9,50","10,42","14,18",
I33,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,5295","5,4718","10,14","11,10","15,24",
I33,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,5295","5,4718","12,54","14,62","21,44",
I33,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,5295","5,4718","13,75","17,35","26,60",
I33,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,5295","5,4719","9,18","10,82","16,73",
I33,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,5295","5,4719","8,39","10,93","19,06",
I33,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,5295","5,4719","15,32","18,05","22,79",
I33,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,5295","5,4719","9,48","10,31","14,43",
I33,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,5295","5,4718","13,01","14,98","21,11",
I33,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,5295","5,4719","9,49","10,52","14,74",
I33,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,5295","5,4718","8,28","9,00","12,80",
I33,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,5295","5,4718","11,54","12,80","17,13",
I33,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,5295","5,4718","11,09","12,13","16,74",
I33,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,5295","5,4718","7,64","8,62","13,31",
I33,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,5295","5,4718","8,83","9,73","13,59",
I33,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,5295","5,4719","6,07","8,19","15,27",
I33,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,5295","5,4718","5,10","6,89","13,89",
I33,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,5295","5,4718","7,20","8,94","15,09",
I33,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,5295","5,4719","7,57","9,41","16,37",
I33,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,5295","5,4719","14,58","16,51","22,84",
I33,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,5295","5,4719","12,38","14,78","22,23",
I33,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,5295","5,4719","9,50","12,29","20,36",
I33,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,5295","5,4719","14,34","16,88","24,11",
I33,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,5295","5,4719","19,34","21,70","28,21",
I33,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,5295","5,4719","26,48","29,32","35,27",
I33,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,5295","5,4719","23,59","25,82","31,88",
I33,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,5295","5,4719","23,55","25,67","31,25",
I33,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,5295","5,4719","22,92","25,26","30,90",
I33,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,5295","5,4719","19,04","20,67","26,01",
I33,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,5295","5,4719","16,70","18,39","24,33",
I33,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,5295","5,4719","8,69","9,84","14,61",
I33,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,5295","5,4719","11,00","12,52","18,04",
I33,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,5295","5,4718","9,85","11,64","18,60",
I33,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,5296","5,4719","7,29","8,33","13,00",
I33,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,5295","5,4719","15,51","16,87","21,83",
I33,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,5295","5,4718","10,45","12,05","18,12",
I33,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,5295","5,4719","8,43","9,52","14,60",
I33,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,5295","5,4719","20,16","22,00","26,89",
I33,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,5295","5,4719","16,45","17,65","22,04",
I33,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,5295","5,4719","6,69","7,30","10,72",
I33,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,5295","5,4719","9,81","10,79","15,45",
I33,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,5295","5,4718","8,87","9,80","13,87",
I33,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,5295","5,4719","16,90","18,57","23,90",
I33,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,5295","5,4719","15,25","17,56","24,56",
I33,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,5295","5,4718","15,45","18,24","25,16",
I33,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,5295","5,4719","13,35","14,74","19,84",
I33,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,5295","5,4719","13,19","14,81","19,42",
I33,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,5296","5,4719","6,85","8,28","14,15",
I33,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,5295","5,4719","5,96","8,28","16,17",
I33,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,5296","5,4719","4,12","5,37","10,70",
I33,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,5296","5,4719","5,06","7,06","14,73",
I33,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,5296","5,4719","4,07","5,40","11,45",
I33,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,5296","5,4719","4,67","5,71","10,18",
I33,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,5296","5,4719","2,85","3,34","6,89",
I33,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,5296","5,4719","3,53","4,78","10,75",
I33,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,5296","5,4719","3,55","4,65","9,52",
I33,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,5296","5,4719","5,62","7,69","13,88",
I33,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,5296","5,4719","17,49","18,49","21,76",
I36,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,4387","5,4821","5,62","7,22","12,90",
I36,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,4387","5,4822","5,34","6,62","11,05",
I36,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,4386","5,4817","10,11","11,70","16,06",
I36,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,4387","5,4821","4,65","6,00","10,76",
I36,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,4389","5,4819","11,90","13,36","17,64",
I36,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,4388","5,4821","12,87","14,19","18,28",
I36,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,4385","5,4818","12,74","13,94","17,81",
I36,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,4383","5,4818","2,98","3,74","7,15",
I36,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,4387","5,4819","3,21","4,38","8,91",
I36,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,4383","5,4816","5,65","8,05","13,51",
I36,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,4383","5,4816","4,40","5,71","10,18",
I36,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,4385","5,4816","6,96","8,09","11,43",
I36,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,4387","5,4821","12,43","13,79","16,88",
I36,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,4388","5,4817","11,61","12,98","16,87",
I36,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,4388","5,4819","15,15","17,90","24,21",
I36,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,4374","5,4624","14,17","18,25","26,09",
I36,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,4388","5,4819","10,92","13,19","18,36",
I36,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,4387","5,4815","9,17","12,05","18,43",
I36,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,4385","5,4816","19,64","23,77","28,56",
I36,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,4386","5,4820","12,42","13,53","17,01",
I36,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,4384","5,4817","12,94","15,28","20,72",
I36,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,4386","5,4820","10,14","11,49","15,25",
I36,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,4386","5,4816","9,26","10,24","13,76",
I36,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,4388","5,4820","11,99","13,64","17,49",
I36,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,4380","5,4811","12,98","14,42","18,18",
I36,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,4386","5,4819","9,10","10,90","15,48",
I36,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,4383","5,4812","10,39","11,82","15,21",
I36,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,4387","5,4821","6,58","9,04","14,26",
I36,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,4384","5,4821","6,29","8,38","13,91",
I36,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,4386","5,4818","8,44","10,51","15,28",
I36,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,4389","5,4820","9,23","11,34","16,63",
I36,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,4389","5,4823","16,32","18,57","23,62",
I36,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,4391","5,4821","14,53","17,32","23,12",
I36,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,4387","5,4820","10,52","13,92","20,80",
I36,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,4386","5,4816","15,56","18,68","24,91",
I36,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,4387","5,4820","21,31","24,14","29,60",
I36,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,4384","5,4820","32,06","36,38","42,48",
I36,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,4388","5,4821","26,82","29,86","35,69",
I36,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,4387","5,4816","27,74","31,04","36,31",
I36,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,4385","5,4819","25,98","29,74","35,16",
I36,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,4389","5,4839","20,53","22,66","27,24",
I36,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,4388","5,4821","17,78","19,94","25,05",
I36,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,4389","5,4819","8,41","9,63","13,56",
I36,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,4384","5,4817","11,88","13,77","18,65",
I36,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,4383","5,4816","9,07","11,04","16,88",
I36,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,4384","5,4818","7,27","8,57","12,91",
I36,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,4390","5,4819","15,56","17,29","21,78",
I36,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,4387","5,4818","11,51","13,61","18,72",
I36,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,4384","5,4820","9,63","11,09","15,55",
I36,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,4388","5,4819","24,12","27,06","31,42",
I36,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,4389","5,4820","21,48","24,41","27,70",
I36,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,4388","5,4820","6,65","7,37","10,30",
I36,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,4384","5,4817","10,57","11,62","15,19",
I36,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,4382","5,4818","10,71","12,00","15,73",
I36,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,4389","5,4822","19,15","21,40","26,19",
I36,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,4392","5,4817","17,82","20,63","26,73",
I36,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,4389","5,4815","16,58","19,79","25,44",
I36,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,4388","5,4817","14,49","16,25","20,34",
I36,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,4386","5,4818","14,34","16,62","21,08",
I36,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,4385","5,4816","7,51","9,06","13,74",
I36,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,4389","5,4818","6,25","8,68","15,78",
I36,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,4386","5,4820","4,64","6,06","10,37",
I36,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,4384","5,4819","5,31","7,37","13,03",
I36,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,4388","5,4821","4,68","6,19","11,46",
I36,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,4392","5,4817","4,59","5,67","9,62",
I36,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,4385","5,4816","4,05","4,79","7,71",
I36,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,4386","5,4819","3,05","4,31","9,28",
I36,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,4389","5,4822","3,64","4,84","9,29",
I36,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,4388","5,4819","7,54","9,85","15,29",
I36,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,4385","5,4818","22,26","24,53","28,69",
I37,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,4686","5,4723","4,60","6,12","11,30",
I37,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,4686","5,4723","4,38","5,67","10,23",
I37,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,4686","5,4723","9,45","11,03","15,32",
I37,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,4686","5,4723","3,22","4,39","9,16",
I37,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,4686","5,4723","14,35","15,85","20,17",
I37,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,4686","5,4723","13,54","14,78","18,61",
I37,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,4686","5,4723","13,38","14,56","18,41",
I37,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,4686","5,4723","1,80","2,54","6,08",
I37,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,4686","5,4723","2,25","3,37","7,99",
I37,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,4686","5,4723","4,58","6,92","12,84",
I37,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,4686","5,4723","3,58","4,87","9,19",
I37,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,4686","5,4723","5,77","6,79","10,12",
I37,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,4686","5,4723","12,13","13,59","16,61",
I37,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,4686","5,4723","10,91","12,23","15,97",
I37,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,4686","5,4723","14,04","16,52","22,21",
I37,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,4686","5,4723","13,98","17,97","25,68",
I37,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,4686","5,4723","9,54","11,58","16,60",
I37,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,4686","5,4723","8,46","11,24","17,78",
I37,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,4686","5,4723","17,99","22,19","26,72",
I37,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,4686","5,4723","11,81","12,91","16,53",
I37,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,4686","5,4723","12,83","14,99","20,25",
I37,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,4686","5,4723","9,32","10,53","14,11",
I37,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,4686","5,4723","8,80","9,81","13,10",
I37,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,4686","5,4723","12,14","13,75","17,74",
I37,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,4686","5,4723","12,10","13,46","17,21",
I37,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,4686","5,4723","7,48","8,59","12,04",
I37,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,4686","5,4723","8,53","9,74","12,95",
I37,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,4686","5,4723","5,20","7,46","13,09",
I37,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,4686","5,4723","4,05","5,96","11,65",
I37,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,4686","5,4723","7,03","8,90","14,02",
I37,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,4685","5,4724","7,62","9,58","15,02",
I37,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,4685","5,4724","16,04","18,25","22,98",
I37,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,4685","5,4724","13,58","16,17","21,91",
I37,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,4685","5,4725","10,02","13,16","19,46",
I37,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,4685","5,4724","16,83","20,00","25,94",
I37,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,4685","5,4724","22,08","24,97","30,41",
I37,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,4685","5,4724","32,06","36,34","42,19",
I37,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,4685","5,4724","26,95","29,86","35,32",
I37,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,4685","5,4724","28,01","31,08","35,87",
I37,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,4685","5,4724","25,85","29,23","33,95",
I37,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,4685","5,4724","20,90","22,93","27,46",
I37,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,4685","5,4724","18,46","20,56","25,27",
I37,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,4685","5,4724","8,18","9,35","12,96",
I37,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,4685","5,4724","11,59","13,25","17,92",
I37,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,4686","5,4724","8,90","10,85","16,76",
I37,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,4686","5,4723","7,61","8,87","12,85",
I37,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,4686","5,4723","16,33","18,03","22,43",
I37,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,4686","5,4723","10,79","12,70","18,11",
I37,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,4686","5,4723","8,39","9,66","14,30",
I37,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,4686","5,4723","23,02","25,51","29,26",
I37,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,4686","5,4723","20,88","23,18","26,29",
I37,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,4686","5,4723","6,79","7,56","10,61",
I37,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,4686","5,4723","10,66","11,73","15,46",
I37,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,4686","5,4723","9,80","10,90","14,47",
I37,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,4686","5,4723","19,07","21,23","25,81",
I37,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,4686","5,4723","17,14","19,88","25,97",
I37,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,4686","5,4723","16,23","19,66","25,57",
I37,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,4686","5,4723","14,26","15,98","19,96",
I37,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,4686","5,4723","14,19","16,20","20,35",
I37,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,4686","5,4723","6,82","8,30","12,96",
I37,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,4686","5,4723","5,34","7,68","14,40",
I37,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,4686","5,4723","3,23","4,54","9,22",
I37,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,4686","5,4723","4,29","6,29","12,74",
I37,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,4686","5,4723","2,93","4,28","9,79",
I37,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,4686","5,4723","3,83","4,90","8,66",
I37,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,4686","5,4723","2,16","2,77","5,85",
I37,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,4686","5,4721","2,26","3,52","8,65",
I37,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,4686","5,4721","2,36","3,55","8,10",
I37,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,4686","5,4721","5,95","8,20","13,61",
I37,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,4686","5,4721","22,68","24,58","27,94",
I39,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,4390","5,4650","4,61","6,39","12,30",
I39,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,4390","5,4650","4,14","5,46","9,65",
I39,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,4390","5,4650","7,73","9,26","13,39",
I39,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,4390","5,4650","3,72","5,19","10,13",
I39,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,4390","5,4650","10,03","11,64","16,15",
I39,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,4390","5,4650","10,24","11,47","15,67",
I39,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,4390","5,4650","11,20","12,27","16,18",
I39,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,4390","5,4650","2,27","3,01","6,52",
I39,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,4390","5,4650","2,69","3,90","8,26",
I39,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,4390","5,4650","4,88","7,29","12,33",
I39,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,4390","5,4650","3,94","5,31","9,52",
I39,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,4390","5,4650","5,36","6,31","9,66",
I39,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,4390","5,4650","10,08","11,12","14,25",
I39,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,4390","5,4650","9,90","11,12","14,99",
I39,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,4390","5,4650","13,23","15,72","21,40",
I39,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,4390","5,4650","12,95","16,91","23,73",
I39,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,4390","5,4650","9,31","11,22","16,19",
I39,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,4390","5,4650","8,07","10,99","16,88",
