Sensor,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I45,2022-09-30 02:00:00,51.5835,5.5481,6.91,7.86,11.35,52.0
I45,2022-10-01 02:00:00,51.5836,5.5481,3.63,6.06,13.02,36.0
I45,2022-10-02 02:00:00,51.5836,5.548,5.74,9.75,18.26,30.0
I45,2022-10-03 02:00:00,51.5836,5.548,3.98,5.75,10.21,46.0
I45,2022-10-04 02:00:00,51.5835,5.548,6.4,8.27,13.22,43.0
I45,2022-10-05 02:00:00,51.5836,5.5481,4.86,6.16,10.98,43.0
I45,2022-10-06 02:00:00,51.5836,5.5481,4.39,7.29,14.95,71.0
I45,2022-10-07 02:00:00,51.5836,5.5481,5.69,9.28,18.43,56.0
I45,2022-10-08 02:00:00,51.5835,5.548,5.54,7.71,13.19,35.0
I45,2022-10-09 02:00:00,51.5835,5.548,4.42,5.91,10.06,50.0
I45,2022-10-10 02:00:00,51.5835,5.548,4.93,6.8,11.82,55.0
I45,2022-10-11 02:00:00,51.5835,5.548,4.47,6.53,10.78,67.0
I45,2022-10-12 02:00:00,51.5835,5.548,9.27,11.72,16.7,61.0
I45,2022-10-13 02:00:00,51.5835,5.548,15.12,17.89,22.84,40.0
I45,2022-10-14 02:00:00,51.5835,5.548,11.38,12.39,14.82,16.0
I45,2022-10-15 02:00:00,51.5835,5.548,9.05,10.27,13.94,15.0
I45,2022-10-16 02:00:00,51.5835,5.548,3.15,4.43,9.06,21.0
I45,2022-10-17 02:00:00,51.5835,5.5479,6.03,7.25,11.51,17.0
I45,2022-10-18 02:00:00,51.5836,5.548,5.77,7.31,11.41,37.0
I45,2022-10-19 02:00:00,51.5836,5.548,4.3,6.04,10.83,49.0
I45,2022-10-20 02:00:00,51.5836,5.548,11.44,13.34,17.75,33.0
I45,2022-10-21 02:00:00,51.5836,5.548,4.78,5.99,9.9,22.0
I45,2022-10-22 02:00:00,51.5836,5.548,4.37,6.43,12.17,26.0
I45,2022-10-23 02:00:00,51.5836,5.548,4.26,5.88,10.85,26.0
I45,2022-10-24 02:00:00,51.5835,5.548,3.59,5.96,11.73,40.0
I45,2022-10-25 02:00:00,51.5835,5.5479,3.75,5.86,12.46,33.0
I45,2022-10-26 02:00:00,51.5835,5.5479,5.15,7.2,12.84,35.0
I45,2022-10-27 02:00:00,51.5835,5.5479,4.29,5.85,10.39,36.0
I45,2022-10-28 02:00:00,51.5835,5.5479,7.02,10.43,18.22,32.0
I45,2022-10-29 02:00:00,51.5835,5.5479,9.13,12.33,18.57,32.0
I45,2022-10-30 02:00:00,51.5835,5.5479,8.24,11.22,17.5,35.0
I45,2022-10-31 01:00:00,51.5835,5.5479,12.32,15.29,20.32,41.0
I45,2022-11-01 01:00:00,51.5835,5.5479,4.57,7.24,14.09,39.0
I45,2022-11-02 01:00:00,51.5836,5.548,5.81,8.77,16.68,4.0
I45,2022-11-03 01:00:00,51.5835,5.548,5.36,7.27,13.04,8.0
I45,2022-11-04 01:00:00,51.5835,5.548,6.16,7.86,13.45,17.0
I45,2022-11-05 01:00:00,51.5835,5.548,7.48,9.22,15.24,13.0
I45,2022-11-06 01:00:00,51.5835,5.548,4.3,5.78,11.28,4.0
I45,2022-11-07 01:00:00,51.5835,5.548,5.71,8.32,15.1,6.0
I45,2022-11-08 01:00:00,51.5835,5.548,3.89,5.13,9.69,6.0
I45,2022-11-09 01:00:00,51.5835,5.548,4.8,6.97,13.39,9.0
I45,2022-11-10 01:00:00,51.5836,5.548,7.25,10.29,18.32,14.0
I45,2022-11-11 01:00:00,51.5835,5.548,9.8,11.3,16.47,17.0
I45,2022-11-12 01:00:00,51.5836,5.548,14.84,16.67,21.93,23.0
I45,2022-11-13 01:00:00,51.5836,5.548,11.87,13.2,16.92,26.0
I45,2022-11-14 01:00:00,51.5835,5.548,17.78,19.93,24.14,20.0
I45,2022-11-15 01:00:00,51.5835,5.548,8.62,10.02,15.21,7.0
I45,2022-11-16 01:00:00,51.5835,5.548,4.5,5.99,11.08,9.0
I45,2022-11-17 01:00:00,51.5835,5.548,2.7,3.64,7.24,10.0
I45,2022-11-18 01:00:00,51.5835,5.548,6.04,7.5,12.29,13.0
I45,2022-11-19 01:00:00,51.5835,5.548,18.29,19.93,22.14,12.0
I45,2022-11-20 01:00:00,51.5835,5.548,22.62,26.48,30.73,13.0
I45,2022-11-21 01:00:00,51.5835,5.548,11.35,13.67,18.72,12.0
I45,2022-11-22 01:00:00,51.5835,5.548,4.23,6.09,10.95,7.0
I45,2022-11-23 01:00:00,51.5835,5.548,7.27,10.47,18.32,10.0
I45,2022-11-24 01:00:00,51.5835,5.548,7.41,11.06,19.13,13.0
I45,2022-11-25 01:00:00,51.5835,5.548,8.43,11.9,19.72,17.0
I45,2022-11-26 01:00:00,51.5835,5.548,11.99,16.72,27.66,10.0
I45,2022-11-27 01:00:00,51.5835,5.548,8.34,10.28,16.32,11.0
I45,2022-11-28 01:00:00,51.5835,5.548,11.59,13.68,19.62,22.0
I45,2022-11-29 01:00:00,51.5835,5.548,22.31,27.27,31.43,21.0
I45,2022-11-30 01:00:00,51.5835,5.548,20.91,23.37,26.47,14.0
I45,2022-12-01 01:00:00,51.5835,5.548,29.55,39.9,47.61,17.0
I46,2022-09-23 02:00:00,51.5092,5.3781,11.61,12.71,16.5,31.0
I46,2022-09-24 02:00:00,51.5092,5.3781,14.42,15.44,19.27,8.0
I46,2022-09-25 02:00:00,51.5092,5.3781,5.76,6.63,10.89,16.0
I46,2022-09-26 02:00:00,51.5092,5.3781,6.06,7.0,10.86,9.0
I46,2022-09-27 02:00:00,51.5092,5.3781,4.82,5.42,8.42,7.0
I46,2022-09-28 02:00:00,51.5093,5.378,6.14,6.74,10.03,13.0
I46,2022-09-29 02:00:00,51.5092,5.378,9.6,10.41,13.76,25.0
I46,2022-09-30 02:00:00,51.5092,5.378,9.29,9.93,13.15,26.0
I46,2022-10-01 02:00:00,51.5092,5.378,6.54,8.22,14.13,14.0
I46,2022-10-02 02:00:00,51.5092,5.378,8.65,11.37,19.1,10.0
I46,2022-10-03 02:00:00,51.5092,5.378,8.24,9.77,15.17,24.0
I46,2022-10-04 02:00:00,51.5092,5.3781,9.16,10.55,15.59,23.0
I46,2022-10-05 02:00:00,51.5092,5.3781,7.19,8.02,12.47,20.0
I46,2022-10-06 02:00:00,51.5092,5.3781,7.39,9.41,16.19,33.0
I46,2022-10-07 02:00:00,51.5092,5.3781,8.75,11.18,19.43,29.0
I46,2022-10-08 02:00:00,51.5092,5.3781,9.0,10.7,16.29,20.0
I46,2022-10-09 02:00:00,51.5092,5.3781,8.35,9.68,14.75,24.0
I46,2022-10-10 02:00:00,51.5092,5.3781,8.48,10.05,15.43,22.0
I46,2022-10-11 02:00:00,51.5092,5.3781,10.51,12.61,18.65,27.0
I46,2022-10-12 02:00:00,51.5092,5.3781,12.68,14.79,21.5,36.0
I46,2022-10-13 02:00:00,51.5092,5.3781,16.38,18.34,24.14,11.0
I46,2022-10-14 02:00:00,51.5092,5.3781,15.24,16.18,19.29,7.0
I46,2022-10-15 02:00:00,51.5092,5.3781,11.09,11.86,15.61,8.0
I46,2022-10-16 02:00:00,51.5092,5.3781,6.71,7.6,11.84,16.0
I46,2022-10-17 02:00:00,51.5092,5.3781,9.34,10.26,14.76,8.0
I46,2022-10-18 02:00:00,51.5092,5.3781,8.92,10.27,16.04,17.0
I46,2022-10-19 02:00:00,51.5092,5.3781,8.16,9.83,16.71,20.0
I46,2022-10-20 02:00:00,51.5092,5.3782,14.53,16.07,21.77,13.0
I46,2022-10-21 02:00:00,51.5092,5.3782,6.92,7.92,12.42,11.0
I46,2022-10-22 02:00:00,51.5092,5.3782,8.54,10.32,16.11,14.0
I46,2022-10-23 02:00:00,51.5092,5.3782,7.45,8.8,14.94,10.0
I46,2022-10-24 02:00:00,51.5092,5.3782,6.23,7.72,12.77,16.0
I46,2022-10-25 02:00:00,51.5092,5.3782,6.6,8.03,13.72,16.0
I46,2022-10-26 02:00:00,51.5092,5.3782,6.73,8.03,13.55,21.0
I46,2022-10-27 02:00:00,51.5092,5.3782,7.62,9.17,15.7,24.0
I46,2022-10-28 02:00:00,51.5092,5.3782,10.66,13.46,22.71,21.0
I46,2022-10-29 02:00:00,51.5092,5.3782,12.66,15.57,24.61,20.0
I46,2022-10-30 02:00:00,51.5092,5.3782,11.23,13.53,21.06,19.0
I46,2022-10-31 01:00:00,51.5092,5.3782,16.46,19.34,27.1,18.0
I46,2022-11-01 01:00:00,51.5092,5.3782,6.73,8.69,15.79,22.0
I46,2022-11-02 01:00:00,51.5092,5.3782,7.5,9.97,16.83,28.0
I46,2022-11-03 01:00:00,51.5092,5.3782,7.2,8.79,14.14,21.0
I46,2022-11-04 01:00:00,51.5092,5.3782,7.94,9.19,13.84,12.0
I46,2022-11-05 01:00:00,51.5092,5.3782,9.41,10.71,15.33,11.0
I46,2022-11-06 01:00:00,51.5092,5.3782,6.46,7.69,12.78,11.0
I46,2022-11-07 01:00:00,51.5092,5.3782,7.44,9.62,15.46,12.0
I46,2022-11-08 01:00:00,51.5092,5.3782,6.23,7.31,11.88,17.0
I46,2022-11-09 01:00:00,51.5092,5.3782,6.49,8.22,13.44,20.0
I46,2022-11-10 01:00:00,51.5092,5.3782,8.26,10.54,17.43,17.0
I46,2022-11-11 01:00:00,51.5092,5.3782,12.22,13.47,17.49,13.0
I46,2022-11-12 01:00:00,51.5092,5.3782,17.71,19.45,23.53,33.0
I46,2022-11-13 01:00:00,51.5092,5.3782,14.28,15.45,18.66,24.0
I46,2022-11-14 01:00:00,51.5092,5.3782,17.72,19.11,22.7,16.0
I46,2022-11-15 01:00:00,51.5092,5.3782,10.53,11.71,15.85,13.0
I46,2022-11-16 01:00:00,51.5092,5.3782,6.88,8.23,12.82,13.0
I46,2022-11-17 01:00:00,51.5092,5.3782,5.03,5.78,9.09,11.0
I46,2022-11-18 01:00:00,51.5091,5.3782,8.52,9.72,13.88,11.0
I46,2022-11-19 01:00:00,51.5092,5.3782,21.49,22.9,24.94,10.0
I46,2022-11-20 01:00:00,51.5092,5.3782,20.77,23.51,27.65,12.0
I46,2022-11-21 01:00:00,51.5091,5.3782,10.31,12.1,16.99,14.0
I46,2022-11-22 01:00:00,51.5091,5.3782,7.14,8.77,13.04,9.0
I46,2022-11-23 01:00:00,51.5091,5.3782,8.18,10.39,15.57,11.0
I46,2022-11-24 01:00:00,51.5092,5.3782,9.15,11.98,18.59,15.0
I46,2022-11-25 01:00:00,51.5092,5.3782,9.43,11.94,18.09,18.0
I46,2022-11-26 01:00:00,51.5092,5.3782,12.99,16.55,25.56,12.0
I46,2022-11-27 01:00:00,51.5092,5.3782,11.36,12.95,17.66,12.0
I46,2022-11-28 01:00:00,51.5092,5.3782,13.25,14.89,19.27,8.0
I46,2022-11-29 01:00:00,51.5092,5.3782,23.22,27.02,31.25,14.0
I46,2022-11-30 01:00:00,51.5091,5.3782,24.5,26.78,29.71,15.0
I46,2022-12-01 01:00:00,51.5092,5.3782,29.22,36.44,40.84,9.0
I47,2022-09-23 02:00:00,51.4769,5.2617,7.88,8.99,12.05,39.0
I47,2022-09-24 02:00:00,51.4769,5.2617,9.9,10.97,13.85,17.0
I47,2022-09-25 02:00:00,51.4768,5.2616,2.95,4.07,7.63,22.0
I47,2022-09-26 02:00:00,51.4768,5.2616,3.36,4.93,8.61,18.0
I47,2022-09-27 02:00:00,51.4768,5.2617,2.95,3.82,6.69,14.0
I47,2022-09-28 02:00:00,51.4769,5.2617,3.21,4.01,7.02,16.0
I47,2022-09-29 02:00:00,51.4769,5.2616,4.58,5.22,7.85,18.0
I47,2022-09-30 02:00:00,51.4769,5.2617,5.37,6.07,9.0,24.0
I47,2022-10-01 02:00:00,51.4768,5.2617,5.16,8.08,13.2,21.0
I47,2022-10-02 02:00:00,51.4768,5.2616,6.11,10.14,16.38,16.0
I47,2022-10-03 02:00:00,51.4769,5.2616,4.3,5.92,9.74,21.0
