Sensor,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I47,2022-05-04 02:00:00,51.4768,5.2616,8.33,11.34,17.9,12.0
I47,2022-05-05 02:00:00,51.4769,5.2616,20.08,23.51,29.22,14.0
I48,2022-02-25 01:00:00,51.466,5.6785,8.68,13.23,20.76,70.0
I48,2022-02-26 01:00:00,51.466,5.6786,18.32,25.06,34.49,64.0
I48,2022-02-27 01:00:00,51.466,5.6786,8.21,11.29,17.15,82.0
I48,2022-02-28 01:00:00,51.466,5.6786,12.29,14.28,18.68,98.0
I48,2022-03-01 01:00:00,51.466,5.6786,23.56,26.27,31.4,103.0
I48,2022-03-02 01:00:00,51.466,5.6785,19.78,22.07,26.71,65.0
I48,2022-03-03 01:00:00,51.466,5.6785,18.14,20.18,25.06,42.0
I48,2022-03-04 01:00:00,51.466,5.6785,23.01,25.61,29.99,29.0
I48,2022-03-05 01:00:00,51.466,5.6786,32.78,40.14,44.82,24.0
I48,2022-03-06 01:00:00,51.466,5.6785,16.76,18.77,21.9,22.0
I48,2022-03-07 01:00:00,51.466,5.6785,8.96,10.48,15.25,44.0
I48,2022-03-08 01:00:00,51.4661,5.6785,9.31,10.79,15.22,54.0
I48,2022-03-09 01:00:00,51.466,5.6785,24.01,27.7,33.15,76.0
I48,2022-03-10 01:00:00,51.466,5.6786,23.88,27.21,33.02,63.0
I48,2022-03-11 01:00:00,51.466,5.6786,19.9,22.95,31.22,30.0
I48,2022-03-12 01:00:00,51.466,5.6785,12.42,13.99,18.21,15.0
I48,2022-03-13 01:00:00,51.466,5.6786,13.28,14.45,18.01,20.0
I48,2022-03-14 01:00:00,51.466,5.6786,8.48,10.97,16.46,21.0
I48,2022-03-15 01:00:00,51.466,5.6786,12.98,16.02,23.15,30.0
I48,2022-03-16 01:00:00,51.466,5.6786,19.75,21.43,25.62,28.0
I48,2022-03-17 01:00:00,51.466,5.6786,9.78,12.5,19.2,46.0
I48,2022-03-18 01:00:00,51.466,5.6786,8.08,10.73,17.84,58.0
I48,2022-03-19 01:00:00,51.466,5.6786,6.63,9.13,16.14,62.0
I48,2022-03-20 01:00:00,51.466,5.6786,26.5,30.22,34.87,70.0
I48,2022-03-21 01:00:00,51.466,5.6786,27.43,31.49,38.21,82.0
I48,2022-03-22 01:00:00,51.466,5.6786,25.4,30.27,38.49,105.0
I48,2022-03-23 01:00:00,51.466,5.6786,30.03,34.43,41.0,116.0
I48,2022-03-24 01:00:00,51.466,5.6786,32.09,37.95,46.23,107.0
I48,2022-03-25 01:00:00,51.466,5.6786,32.32,42.25,50.25,56.0
I48,2022-03-26 01:00:00,51.466,5.6786,21.87,26.52,33.35,33.0
I48,2022-03-27 01:00:00,51.466,5.6785,17.68,20.1,24.21,23.0
I48,2022-03-28 02:00:00,51.466,5.6786,21.39,28.46,39.91,45.0
I48,2022-03-29 02:00:00,51.466,5.6786,29.63,37.21,43.81,39.0
I48,2022-03-30 02:00:00,51.466,5.6786,16.15,20.15,27.62,51.0
I48,2022-03-31 02:00:00,51.466,5.6785,6.15,6.77,9.42,17.0
I48,2022-04-01 02:00:00,51.466,5.6785,4.29,5.15,8.35,28.0
I48,2022-04-02 02:00:00,51.466,5.6785,3.7,4.68,8.56,36.0
I48,2022-04-03 02:00:00,51.466,5.6786,4.69,5.83,10.0,44.0
I48,2022-04-04 02:00:00,51.466,5.6786,7.7,9.0,13.41,37.0
I48,2022-04-05 02:00:00,51.466,5.6786,8.77,11.33,16.77,19.0
I48,2022-04-06 02:00:00,51.466,5.6785,5.26,7.97,15.07,28.0
I48,2022-04-07 02:00:00,51.466,5.6786,5.39,8.13,13.41,34.0
I48,2022-04-08 02:00:00,51.466,5.6786,5.62,8.76,16.59,47.0
I48,2022-04-09 02:00:00,51.466,5.6786,5.59,8.42,14.81,37.0
I48,2022-04-10 02:00:00,51.466,5.6786,6.63,8.75,14.01,41.0
I48,2022-04-11 02:00:00,51.466,5.6786,7.29,9.18,14.87,71.0
I48,2022-04-12 02:00:00,51.466,5.6786,5.67,7.42,14.03,60.0
I48,2022-04-13 02:00:00,51.466,5.6786,18.14,21.59,29.39,46.0
I48,2022-04-14 02:00:00,51.466,5.6786,17.44,19.6,24.49,48.0
I48,2022-04-15 02:00:00,51.466,5.6786,11.9,13.47,17.83,45.0
I48,2022-04-16 02:00:00,51.466,5.6786,13.16,14.72,18.63,52.0
I48,2022-04-17 02:00:00,51.466,5.6786,5.22,6.29,9.97,67.0
I48,2022-04-18 02:00:00,51.466,5.6786,5.86,6.87,10.68,58.0
I48,2022-04-19 02:00:00,51.466,5.6786,10.3,11.47,15.5,59.0
I48,2022-04-20 02:00:00,51.466,5.6786,5.43,6.42,11.6,43.0
I48,2022-04-21 02:00:00,51.4661,5.6786,5.98,7.16,13.0,32.0
I48,2022-04-22 02:00:00,51.466,5.6786,13.68,15.15,19.62,21.0
I48,2022-04-23 02:00:00,51.466,5.6786,17.55,19.14,23.41,30.0
I48,2022-04-24 02:00:00,51.466,5.6786,6.5,7.38,11.65,40.0
I48,2022-04-25 02:00:00,51.466,5.6786,18.97,21.43,26.82,13.0
I48,2022-04-26 02:00:00,51.466,5.6786,7.82,9.7,15.84,38.0
I48,2022-04-27 02:00:00,51.466,5.6786,8.36,10.54,16.34,45.0
I48,2022-04-28 02:00:00,51.466,5.6785,9.03,12.53,21.94,53.0
I48,2022-04-29 02:00:00,51.466,5.6785,9.1,12.27,21.83,37.0
I48,2022-04-30 02:00:00,51.466,5.6785,6.81,8.63,14.79,26.0
I48,2022-05-01 02:00:00,51.466,5.6785,14.53,16.1,20.75,33.0
I48,2022-05-02 02:00:00,51.466,5.6785,15.32,16.98,22.04,50.0
I48,2022-05-03 02:00:00,51.466,5.6785,12.15,14.33,19.74,24.0
I48,2022-05-04 02:00:00,51.466,5.6785,12.15,15.64,24.49,10.0
I48,2022-05-05 02:00:00,51.466,5.6785,25.51,29.45,35.85,18.0
I49,2022-02-25 01:00:00,51.4735,5.653,10.58,14.84,20.51,28.0
I49,2022-02-26 01:00:00,51.4735,5.653,20.95,28.12,35.81,38.0
I49,2022-02-27 01:00:00,51.4735,5.6531,11.76,14.86,19.6,52.0
I49,2022-02-28 01:00:00,51.4735,5.6531,16.17,18.42,22.57,79.0
I49,2022-03-01 01:00:00,51.4735,5.6531,25.79,28.72,32.99,87.0
I49,2022-03-02 01:00:00,51.4735,5.6531,22.83,25.26,28.75,72.0
I49,2022-03-03 01:00:00,51.4735,5.6531,21.95,24.03,27.85,64.0
I49,2022-03-04 01:00:00,51.4735,5.6531,26.09,29.01,32.4,36.0
I49,2022-03-05 01:00:00,51.4735,5.6531,31.03,39.96,43.58,26.0
I49,2022-03-06 01:00:00,51.4735,5.6531,20.26,22.54,24.78,21.0
I49,2022-03-07 01:00:00,51.4735,5.6531,12.25,13.67,17.55,39.0
I49,2022-03-08 01:00:00,51.4736,5.6531,13.56,15.16,19.7,51.0
I49,2022-03-09 01:00:00,51.4736,5.6531,24.68,28.71,33.76,78.0
I49,2022-03-10 01:00:00,51.4736,5.6531,25.1,28.85,34.21,66.0
I49,2022-03-11 01:00:00,51.4736,5.6531,22.37,25.57,32.66,33.0
I49,2022-03-12 01:00:00,51.4736,5.6531,15.26,17.03,21.06,18.0
I49,2022-03-13 01:00:00,51.4736,5.6531,15.62,17.0,20.41,25.0
I49,2022-03-14 01:00:00,51.4736,5.6531,10.78,13.07,17.34,27.0
I49,2022-03-15 01:00:00,51.4735,5.6531,15.32,18.22,23.67,52.0
I49,2022-03-16 01:00:00,51.4735,5.6531,22.88,24.69,28.57,29.0
I49,2022-03-17 01:00:00,51.4735,5.6531,12.23,14.77,19.45,41.0
I49,2022-03-18 01:00:00,51.4735,5.6531,11.05,13.88,19.08,46.0
I49,2022-03-19 01:00:00,51.4736,5.6531,9.02,11.58,16.45,40.0
I49,2022-03-20 01:00:00,51.4736,5.6531,28.91,33.43,37.42,58.0
I49,2022-03-21 01:00:00,51.4736,5.6531,26.68,31.31,36.48,71.0
I49,2022-03-22 01:00:00,51.4736,5.6531,24.93,29.63,35.75,95.0
I49,2022-03-23 01:00:00,51.4736,5.6531,28.19,33.89,40.08,115.0
I49,2022-03-24 01:00:00,51.4736,5.6531,29.64,36.24,42.29,87.0
I49,2022-03-25 01:00:00,51.4736,5.653,28.91,40.2,45.84,60.0
I49,2022-03-26 01:00:00,51.4736,5.653,21.62,26.46,31.72,30.0
I49,2022-03-27 01:00:00,51.4736,5.653,19.52,22.16,25.3,29.0
I49,2022-03-28 02:00:00,51.4736,5.653,20.85,27.89,36.16,61.0
I49,2022-03-29 02:00:00,51.4735,5.653,29.03,37.33,42.66,44.0
I49,2022-03-30 02:00:00,51.4735,5.653,18.58,22.6,27.7,56.0
I49,2022-03-31 02:00:00,51.4735,5.653,10.57,11.31,13.56,24.0
I49,2022-04-01 02:00:00,51.4735,5.653,9.47,10.45,13.24,19.0
I49,2022-04-02 02:00:00,51.4735,5.653,7.37,8.38,11.37,29.0
I49,2022-04-03 02:00:00,51.4736,5.6531,8.12,9.27,12.56,35.0
I49,2022-04-04 02:00:00,51.4736,5.6531,11.15,12.22,15.25,19.0
I49,2022-04-05 02:00:00,51.4736,5.6531,9.55,11.57,15.95,10.0
I49,2022-04-06 02:00:00,51.4735,5.653,7.25,9.6,15.3,21.0
I49,2022-04-07 02:00:00,51.4736,5.653,5.95,8.36,12.67,30.0
I49,2022-04-08 02:00:00,51.4736,5.6531,7.62,10.26,15.09,44.0
I49,2022-04-09 02:00:00,51.4736,5.6531,7.78,10.27,14.36,43.0
I49,2022-04-10 02:00:00,51.4736,5.6531,9.69,11.74,15.9,55.0
I49,2022-04-11 02:00:00,51.4736,5.6531,9.88,11.72,16.11,83.0
I49,2022-04-12 02:00:00,51.4736,5.6531,7.28,9.1,14.01,64.0
I49,2022-04-13 02:00:00,51.4736,5.6531,17.57,20.94,26.47,31.0
I49,2022-04-14 02:00:00,51.4736,5.6532,16.73,18.88,22.25,48.0
I49,2022-04-15 02:00:00,51.4735,5.6531,15.09,16.75,20.54,59.0
I49,2022-04-16 02:00:00,51.4735,5.6531,15.34,17.04,20.24,66.0
I49,2022-04-17 02:00:00,51.4735,5.6531,6.85,7.89,10.95,80.0
I49,2022-04-18 02:00:00,51.4735,5.6531,7.06,8.09,11.04,69.0
I49,2022-04-19 02:00:00,51.4735,5.6531,11.93,13.28,16.38,64.0
I49,2022-04-20 02:00:00,51.4735,5.6531,7.1,8.11,11.58,42.0
I49,2022-04-21 02:00:00,51.4735,5.6531,7.46,8.63,12.37,25.0
I49,2022-04-22 02:00:00,51.4735,5.6531,15.63,17.16,20.91,25.0
I49,2022-04-23 02:00:00,51.4735,5.6531,18.76,20.39,23.53,35.0
I49,2022-04-24 02:00:00,51.4735,5.6531,8.47,9.37,12.5,43.0
I49,2022-04-25 02:00:00,51.4735,5.6531,22.21,24.7,29.37,19.0
I49,2022-04-26 02:00:00,51.4735,5.6531,10.81,12.61,16.83,37.0
I49,2022-04-27 02:00:00,51.4735,5.6531,11.14,13.34,17.92,44.0
I49,2022-04-28 02:00:00,51.4736,5.6531,11.42,14.78,21.2,58.0
I49,2022-04-29 02:00:00,51.4736,5.6531,11.94,14.82,20.75,39.0
I49,2022-04-30 02:00:00,51.4736,5.6531,8.85,10.39,14.39,29.0
I49,2022-05-01 02:00:00,51.4736,5.6531,16.45,17.97,22.23,38.0
I49,2022-05-02 02:00:00,51.4736,5.6531,16.96,18.8,23.07,58.0
I49,2022-05-03 02:00:00,51.4735,5.653,13.27,15.39,19.5,31.0
I49,2022-05-04 02:00:00,51.4735,5.653,12.33,15.16,20.17,21.0
I49,2022-05-05 02:00:00,51.4736,5.653,23.38,27.07,31.66,35.0
I50,2022-02-25 01:00:00,51.3769,5.7724,6.82,10.4,15.83,25.0
I50,2022-02-26 01:00:00,51.3769,5.7723,17.08,22.53,29.53,26.0
I50,2022-02-27 01:00:00,51.3769,5.7723,6.89,9.46,14.21,38.0
I50,2022-02-28 01:00:00,51.3769,5.7723,10.33,11.92,15.38,48.0
I50,2022-03-01 01:00:00,51.3769,5.7723,20.71,23.01,27.0,56.0
I50,2022-03-02 01:00:00,51.3769,5.7723,17.48,19.43,23.07,47.0
I50,2022-03-03 01:00:00,51.3769,5.7723,17.52,19.37,23.3,37.0
I50,2022-03-04 01:00:00,51.3769,5.7723,22.1,24.43,27.99,27.0
I50,2022-03-05 01:00:00,51.3769,5.7723,31.61,38.62,42.03,25.0
I50,2022-03-06 01:00:00,51.3769,5.7723,17.52,19.6,22.34,24.0
I50,2022-03-07 01:00:00,51.3769,5.7723,7.79,8.98,12.7,31.0
I50,2022-03-08 01:00:00,51.377,5.7724,7.57,8.72,12.34,32.0
I50,2022-03-09 01:00:00,51.377,5.7724,20.92,23.94,28.36,37.0
I50,2022-03-10 01:00:00,51.377,5.7724,22.02,24.86,29.7,34.0
I50,2022-03-11 01:00:00,51.377,5.7724,18.53,20.93,27.0,24.0
I50,2022-03-12 01:00:00,51.377,5.7724,11.47,12.89,16.65,14.0
I50,2022-03-13 01:00:00,51.3769,5.7724,12.33,13.44,16.7,16.0
I50,2022-03-14 01:00:00,51.3769,5.7723,6.05,8.12,13.01,11.0
I50,2022-03-15 01:00:00,51.3769,5.7723,9.61,11.94,17.34,16.0
I50,2022-03-16 01:00:00,51.3769,5.7723,17.61,18.94,22.45,13.0
I50,2022-03-17 01:00:00,51.3769,5.7724,9.18,11.47,16.45,29.0
I50,2022-03-18 01:00:00,51.3769,5.7724,6.24,8.49,13.91,34.0
I50,2022-03-19 01:00:00,51.377,5.7723,6.57,8.87,14.28,38.0
I50,2022-03-20 01:00:00,51.3769,5.7723,26.59,30.27,34.4,48.0
I50,2022-03-21 01:00:00,51.3769,5.7723,24.88,28.6,34.57,48.0
I50,2022-03-22 01:00:00,51.3769,5.7723,21.03,24.81,31.01,55.0
I50,2022-03-23 01:00:00,51.377,5.7724,28.07,32.38,38.53,66.0
I50,2022-03-24 01:00:00,51.377,5.7724,31.24,36.57,43.28,63.0
I50,2022-03-25 01:00:00,51.377,5.7724,32.29,42.27,48.72,35.0
I50,2022-03-26 01:00:00,51.377,5.7724,23.12,27.89,33.55,23.0
I50,2022-03-27 01:00:00,51.377,5.7724,20.54,23.24,26.28,16.0
I50,2022-03-28 02:00:00,51.377,5.7724,22.45,28.13,34.72,31.0
I50,2022-03-29 02:00:00,51.377,5.7724,29.81,38.04,43.39,29.0
I50,2022-03-30 02:00:00,51.377,5.7724,16.85,20.39,25.47,39.0
I50,2022-03-31 02:00:00,51.377,5.7724,6.94,7.52,9.91,13.0
I50,2022-04-01 02:00:00,51.377,5.7724,4.1,4.85,7.48,10.0
I50,2022-04-02 02:00:00,51.377,5.7724,3.36,4.19,7.05,18.0
I50,2022-04-03 02:00:00,51.377,5.7724,3.65,4.54,7.82,31.0
I50,2022-04-04 02:00:00,51.377,5.7724,6.68,7.72,11.06,15.0
I50,2022-04-05 02:00:00,51.377,5.7724,6.18,7.79,11.85,6.0
I50,2022-04-06 02:00:00,51.377,5.7724,4.22,6.4,11.42,14.0
I50,2022-04-07 02:00:00,51.377,5.7724,3.4,5.31,9.34,22.0
I50,2022-04-08 02:00:00,51.377,5.7724,4.59,6.88,11.77,33.0
I50,2022-04-09 02:00:00,51.377,5.7724,4.75,7.18,12.03,35.0
I50,2022-04-10 02:00:00,51.377,5.7724,5.6,7.39,11.51,35.0
I50,2022-04-11 02:00:00,51.377,5.7724,5.67,7.14,11.93,41.0
I50,2022-04-12 02:00:00,51.377,5.7724,4.81,6.32,10.97,38.0
I50,2022-04-13 02:00:00,51.377,5.7724,15.78,18.79,25.19,26.0
I50,2022-04-14 02:00:00,51.377,5.7724,16.78,18.8,22.92,31.0
I50,2022-04-15 02:00:00,51.377,5.7724,10.82,11.95,15.08,38.0
I50,2022-04-16 02:00:00,51.377,5.7724,12.98,14.45,18.04,45.0
I50,2022-04-17 02:00:00,51.377,5.7724,3.3,4.16,7.52,55.0
I50,2022-04-18 02:00:00,51.377,5.7724,4.76,5.63,8.92,46.0
I50,2022-04-19 02:00:00,51.377,5.7724,9.7,10.77,14.25,42.0
I50,2022-04-20 02:00:00,51.377,5.7724,5.22,6.18,10.13,33.0
I50,2022-04-21 02:00:00,51.377,5.7724,5.02,6.13,10.48,23.0
I50,2022-04-22 02:00:00,51.377,5.7724,13.66,15.08,19.22,16.0
I50,2022-04-23 02:00:00,51.377,5.7724,15.96,17.35,21.06,22.0
I50,2022-04-24 02:00:00,51.377,5.7724,6.08,6.82,9.93,32.0
I50,2022-04-25 02:00:00,51.377,5.7724,16.87,18.77,22.99,6.0
I50,2022-04-26 02:00:00,51.377,5.7724,7.74,9.22,13.23,21.0
I50,2022-04-27 02:00:00,51.377,5.7724,8.71,10.39,14.6,31.0
I50,2022-04-28 02:00:00,51.377,5.7724,9.79,12.6,18.84,39.0
I50,2022-04-29 02:00:00,51.377,5.7724,9.84,12.45,18.47,26.0
I50,2022-04-30 02:00:00,51.377,5.7724,6.57,7.98,12.15,21.0
I50,2022-05-01 02:00:00,51.377,5.7724,15.46,16.8,20.77,27.0
I50,2022-05-02 02:00:00,51.377,5.7724,16.73,18.24,22.67,34.0
I50,2022-05-03 02:00:00,51.377,5.7724,11.52,13.03,16.57,14.0
I50,2022-05-04 02:00:00,51.377,5.7724,9.01,11.11,15.26,11.0
I50,2022-05-05 02:00:00,51.377,5.7724,22.33,25.07,29.55,23.0
I51,2022-02-25 01:00:00,51.4692,5.6348,6.73,10.23,15.2,32.0
I51,2022-02-26 01:00:00,51.4693,5.6348,17.31,23.56,30.69,33.0
I51,2022-02-27 01:00:00,51.4693,5.6348,7.38,10.01,14.47,48.0
I51,2022-02-28 01:00:00,51.4692,5.6349,11.0,12.66,16.32,63.0
I51,2022-03-01 01:00:00,51.4692,5.6348,20.2,22.62,26.98,75.0
I51,2022-03-02 01:00:00,51.4692,5.6346,18.23,20.38,24.13,67.0
I51,2022-03-03 01:00:00,51.4692,5.6347,16.51,18.32,22.15,53.0
I51,2022-03-04 01:00:00,51.4693,5.6349,21.15,23.43,27.27,32.0
I51,2022-03-05 01:00:00,51.4693,5.6348,29.29,35.9,39.02,26.0
I51,2022-03-06 01:00:00,51.4692,5.6347,15.1,16.96,19.47,23.0
I51,2022-03-07 01:00:00,51.4692,5.6347,7.37,8.59,12.15,40.0
I51,2022-03-08 01:00:00,51.4693,5.6348,7.96,9.12,12.58,38.0
I51,2022-03-09 01:00:00,51.4692,5.6348,20.59,23.47,27.71,57.0
I51,2022-03-10 01:00:00,51.4693,5.6347,21.31,23.94,28.56,49.0
I51,2022-03-11 01:00:00,51.4692,5.6347,16.98,19.25,24.83,17.0
I51,2022-03-12 01:00:00,51.4693,5.6348,10.81,12.28,16.09,14.0
I51,2022-03-13 01:00:00,51.4693,5.6348,12.04,13.18,16.45,19.0
I51,2022-03-14 01:00:00,51.4692,5.6348,7.57,9.73,13.75,24.0
I51,2022-03-15 01:00:00,51.4692,5.6348,11.13,13.62,18.7,36.0
I51,2022-03-16 01:00:00,51.4692,5.6348,17.09,18.48,22.1,15.0
I51,2022-03-17 01:00:00,51.4693,5.6348,8.78,10.94,15.68,42.0
I51,2022-03-18 01:00:00,51.4693,5.6348,6.74,8.96,13.75,47.0
I51,2022-03-19 01:00:00,51.4693,5.6348,6.62,8.77,13.56,41.0
I51,2022-03-20 01:00:00,51.4693,5.6347,24.58,28.07,31.75,57.0
I51,2022-03-21 01:00:00,51.4693,5.6348,24.34,28.02,32.9,54.0
I51,2022-03-22 01:00:00,51.4692,5.6348,22.68,26.4,32.32,81.0
I51,2022-03-23 01:00:00,51.4693,5.6349,26.2,29.97,35.62,98.0
I51,2022-03-24 01:00:00,51.4693,5.6348,28.4,33.28,38.77,84.0
I51,2022-03-25 01:00:00,51.4693,5.6348,28.54,37.21,43.38,64.0
I51,2022-03-26 01:00:00,51.4693,5.6348,19.06,23.07,28.16,40.0
I51,2022-03-27 01:00:00,51.4693,5.6347,16.3,18.58,21.8,29.0
I51,2022-03-28 02:00:00,51.4692,5.6347,18.06,24.15,32.03,53.0
I51,2022-03-29 02:00:00,51.4693,5.6348,26.92,33.31,38.29,47.0
I51,2022-03-30 02:00:00,51.4693,5.6348,14.88,18.3,23.22,63.0
I51,2022-03-31 02:00:00,51.4693,5.6348,5.22,5.73,8.01,21.0
I51,2022-04-01 02:00:00,51.4693,5.6348,3.91,4.67,7.34,22.0
I51,2022-04-02 02:00:00,51.4693,5.6348,3.5,4.43,7.45,44.0
I51,2022-04-03 02:00:00,51.4693,5.6348,4.34,5.32,8.58,43.0
I51,2022-04-04 02:00:00,51.4692,5.6347,5.7,6.69,9.87,27.0
I51,2022-04-05 02:00:00,51.4693,5.6349,6.22,8.19,12.05,11.0
I51,2022-04-06 02:00:00,51.4693,5.6347,4.03,6.21,11.2,25.0
I51,2022-04-07 02:00:00,51.4693,5.6347,3.5,5.58,9.92,35.0
I51,2022-04-08 02:00:00,51.4693,5.6348,4.34,6.61,11.36,54.0
I51,2022-04-09 02:00:00,51.4692,5.6347,4.62,6.72,10.78,54.0
I51,2022-04-10 02:00:00,51.4693,5.6347,6.31,8.05,11.88,56.0
I51,2022-04-11 02:00:00,51.4692,5.6348,6.5,8.06,12.13,60.0
I51,2022-04-12 02:00:00,51.4693,5.6347,5.23,6.78,11.39,43.0
I51,2022-04-13 02:00:00,51.4693,5.6349,16.07,19.05,24.34,28.0
I51,2022-04-14 02:00:00,51.4692,5.6349,15.48,17.62,21.26,32.0
I51,2022-04-15 02:00:00,51.4693,5.6348,10.1,11.33,14.59,49.0
I51,2022-04-16 02:00:00,51.4693,5.6348,11.97,13.37,16.62,53.0
I51,2022-04-17 02:00:00,51.4693,5.6349,4.53,5.41,8.51,64.0
I51,2022-04-18 02:00:00,51.4692,5.6348,4.79,5.62,8.64,54.0
I51,2022-04-19 02:00:00,51.4693,5.6348,9.12,10.21,13.29,52.0
I51,2022-04-20 02:00:00,51.4693,5.6347,4.82,5.71,9.28,46.0
I51,2022-04-21 02:00:00,51.4693,5.6347,5.09,6.09,10.05,37.0
I51,2022-04-22 02:00:00,51.4692,5.6347,12.2,13.49,17.4,25.0
I51,2022-04-23 02:00:00,51.4693,5.6349,15.89,17.23,20.58,27.0
I51,2022-04-24 02:00:00,51.4692,5.6347,5.92,6.71,9.89,41.0
I51,2022-04-25 02:00:00,51.4692,5.6347,16.59,18.67,22.98,17.0
I51,2022-04-26 02:00:00,51.4692,5.6347,6.12,7.68,12.16,40.0
I51,2022-04-27 02:00:00,51.4693,5.6348,7.25,9.13,13.77,48.0
I51,2022-04-28 02:00:00,51.4693,5.6348,7.95,10.91,17.64,56.0
I51,2022-04-29 02:00:00,51.4693,5.6348,7.96,10.59,17.16,46.0
I51,2022-04-30 02:00:00,51.4693,5.6348,5.6,7.09,11.26,31.0
I51,2022-05-01 02:00:00,51.4692,5.6348,12.24,13.66,17.54,33.0
I51,2022-05-02 02:00:00,51.4692,5.6347,13.68,15.15,19.35,48.0
I51,2022-05-03 02:00:00,51.4692,5.6347,10.19,12.06,16.36,26.0
I51,2022-05-04 02:00:00,51.4693,5.6348,9.78,12.63,18.98,8.0
I51,2022-05-05 02:00:00,51.4692,5.6349,22.53,26.07,31.4,12.0
I52,2022-02-25 01:00:00,51.4776,5.6568,7.67,11.95,17.6,69.0
I52,2022-02-26 01:00:00,51.4778,5.6567,16.53,23.33,31.13,53.0
I52,2022-02-27 01:00:00,51.4777,5.6567,7.87,11.07,15.74,66.0
I52,2022-02-28 01:00:00,51.4775,5.6567,11.25,13.42,17.09,86.0
I52,2022-03-01 01:00:00,51.4775,5.6568,19.9,22.69,26.96,85.0
I52,2022-03-02 01:00:00,51.4774,5.6567,17.66,20.08,23.63,64.0
I52,2022-03-03 01:00:00,51.4779,5.6567,16.75,18.84,22.66,75.0
I52,2022-03-04 01:00:00,51.4777,5.6568,21.56,24.53,27.92,48.0
I52,2022-03-05 01:00:00,51.4775,5.6568,28.5,37.6,40.95,31.0
I52,2022-03-06 01:00:00,51.4775,5.6567,15.77,18.09,20.72,24.0
I52,2022-03-07 01:00:00,51.4778,5.6568,7.86,9.23,12.6,43.0
I52,2022-03-08 01:00:00,51.4777,5.6568,8.16,9.57,13.09,65.0
I52,2022-03-09 01:00:00,51.4774,5.6568,20.07,23.94,28.05,108.0
I52,2022-03-10 01:00:00,51.4778,5.6568,20.54,24.09,28.72,82.0
I52,2022-03-11 01:00:00,51.4777,5.6568,17.17,20.09,25.36,44.0
I52,2022-03-12 01:00:00,51.4779,5.6567,10.47,12.1,15.59,27.0
I52,2022-03-13 01:00:00,51.4774,5.6568,11.62,12.96,16.04,33.0
I52,2022-03-14 01:00:00,51.4776,5.6568,8.96,11.18,15.42,23.0
I52,2022-03-15 01:00:00,51.4781,5.6568,10.96,13.7,18.43,37.0
I52,2022-03-16 01:00:00,51.4779,5.6568,17.36,19.0,22.37,26.0
I52,2022-03-17 01:00:00,51.4776,5.6568,8.28,10.82,15.43,39.0
I52,2022-03-18 01:00:00,51.4775,5.6568,7.6,10.25,14.97,61.0
I52,2022-03-19 01:00:00,51.4773,5.6568,6.77,9.23,13.98,60.0
I52,2022-03-20 01:00:00,51.4775,5.6567,24.37,28.95,33.32,78.0
I52,2022-03-21 01:00:00,51.4777,5.6567,23.37,27.8,32.78,96.0
I52,2022-03-22 01:00:00,51.4775,5.6567,21.84,26.4,31.92,122.0
I52,2022-03-23 01:00:00,51.4774,5.6568,25.6,30.9,36.49,134.0
I52,2022-03-24 01:00:00,51.4775,5.6567,27.44,33.94,39.51,105.0
I52,2022-03-25 01:00:00,51.4778,5.6568,27.66,38.67,44.63,51.0
I52,2022-03-26 01:00:00,51.4779,5.6568,19.49,24.49,29.39,29.0
I52,2022-03-27 01:00:00,51.4776,5.6568,16.52,19.13,22.06,30.0
I52,2022-03-28 02:00:00,51.4775,5.6567,17.82,24.47,31.73,50.0
I52,2022-03-29 02:00:00,51.4774,5.6567,26.35,34.4,39.23,40.0
I52,2022-03-30 02:00:00,51.4775,5.6567,15.25,19.05,23.69,53.0
I52,2022-03-31 02:00:00,51.4777,5.6567,5.79,6.37,8.62,16.0
I52,2022-04-01 02:00:00,51.4777,5.6567,4.34,5.18,7.81,21.0
I52,2022-04-02 02:00:00,51.4774,5.6568,3.95,4.93,7.79,36.0
I52,2022-04-03 02:00:00,51.4774,5.6567,4.49,5.61,8.9,47.0
I52,2022-04-04 02:00:00,51.4773,5.6567,8.07,9.28,12.53,34.0
I52,2022-04-05 02:00:00,51.4775,5.6567,6.89,9.0,13.09,14.0
I52,2022-04-06 02:00:00,51.4774,5.6568,6.44,8.95,14.04,30.0
I52,2022-04-07 02:00:00,51.478,5.6568,4.76,7.07,10.85,34.0
I52,2022-04-08 02:00:00,51.4779,5.6567,5.46,8.2,13.17,44.0
I52,2022-04-09 02:00:00,51.4781,5.6567,4.99,7.55,11.86,40.0
I52,2022-04-10 02:00:00,51.4778,5.6567,5.96,7.97,12.09,52.0
I52,2022-04-11 02:00:00,51.4781,5.6568,6.35,8.01,11.87,86.0
I52,2022-04-12 02:00:00,51.4779,5.6567,5.25,6.95,11.25,85.0
I52,2022-04-13 02:00:00,51.4776,5.6568,15.83,19.33,25.01,37.0
I52,2022-04-14 02:00:00,51.4778,5.6568,14.87,17.57,21.13,53.0
I52,2022-04-15 02:00:00,51.478,5.6568,10.64,12.09,15.47,63.0
I52,2022-04-16 02:00:00,51.4779,5.6568,12.6,14.26,17.53,76.0
I52,2022-04-17 02:00:00,51.478,5.6567,4.4,5.4,8.21,103.0
I52,2022-04-18 02:00:00,51.4779,5.6567,5.14,6.21,8.99,78.0
